dataset,regime,seed,left,right,run_id_left,run_id_right,input_file_left,input_file_right,student_test_accuracy_left,student_test_accuracy_right,delta_student_test_accuracy,student_test_nll_left,student_test_nll_right,delta_student_test_nll,target_accuracy_left,target_accuracy_right,delta_target_accuracy,target_nll_left,target_nll_right,delta_target_nll,target_entropy_left,target_entropy_right,delta_target_entropy,fallback_count_left,fallback_count_right,delta_fallback_count,fallback_rate_left,fallback_rate_right,delta_fallback_rate,mean_selected_teachers_left,mean_selected_teachers_right,delta_mean_selected_teachers,effective_teachers_left,effective_teachers_right,delta_effective_teachers
mnist,alpha1p0,43,expert_prob,expert_logit,79c4344e2806e503,6ff7db94a5c1fd52,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_rq2_backup.csv,0.9816,0.9818,-0.00019999999999997797,0.0574251182818785,0.0580644286353141,-0.0006393103534356043,0.9871,0.9872,-9.999999999998899e-05,0.9909180253030828,0.978003630182666,0.01291439512041681,1.9589615857390208,1.946194540770728,0.01276704496829284,0.0,0.0,0.0,0.0,0.0,0.0,8.7,8.7,0.0,8.7,8.7,0.0
mnist,alpha1p0,44,expert_prob,expert_logit,18a721009ab5f2f6,0f602383a9f62436,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_rq2_backup.csv,0.983,0.9825,0.0004999999999999449,0.0505428141423733,0.0516229922911385,-0.0010801781487652026,0.9892,0.9888,0.00039999999999995595,0.8223100100957554,0.7949837460223839,0.027326264073371576,1.8129297105787832,1.7750020868873468,0.03792762369143632,0.0,0.0,0.0,0.0,0.0,0.0,8.3,8.3,0.0,8.3,8.3,0.0
mnist,iid,42,expert_prob,expert_logit,9bc82c354ac078be,4fe2719c1df3c2d7,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_rq2_backup.csv,0.9845,0.9843,0.000200000000000089,0.0474863140608649,0.0479586881102528,-0.0004723740493879011,0.9848,0.9849,-9.999999999998899e-05,0.8118604848879594,0.7973634101125794,0.014497074775379981,1.7897930057201752,1.7695377890375217,0.02025521668265351,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
mnist,iid,43,expert_prob,expert_logit,a32a4765a0f13177,9a61f96ec8968a96,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_rq2_backup.csv,0.9829,0.9829,0.0,0.0555206500307656,0.0572326268826611,-0.0017119768518954956,0.9856,0.985,0.0006000000000000449,0.9014819640587476,0.8915478951845216,0.009934068874225987,1.8796829777930824,1.865860934375185,0.013822043417897278,0.0,0.0,0.0,0.0,0.0,0.0,9.8,9.8,0.0,9.8,9.8,0.0
mnist,iid,44,expert_prob,expert_logit,ed9d70c5453f65bd,53d693d9e6211239,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_rq2_backup.csv,0.9853,0.9851,0.00019999999999997797,0.0466789696703665,0.0471153291281312,-0.0004363594577646984,0.9867,0.9865,0.00019999999999997797,0.8286048743596872,0.8109374887253868,0.01766738563430037,1.8083692594210632,1.7834773389514038,0.02489192046965938,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
mnist,multi,42,expert_prob,expert_logit,d2eabc31aba5005e,6052301c72a9ceba,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_rq2_backup.csv,0.988,0.9881,-9.999999999998899e-05,0.117843687046488,0.1238098603715996,-0.0059661733251116095,0.9978,0.9979,-9.999999999998899e-05,0.1657755963507904,0.1462239414477012,0.01955165490308919,0.5068018765760975,0.4398260547026985,0.06697582187339907,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
mnist,multi,43,expert_prob,expert_logit,d42eca86862ebedd,0866d10daa5fef93,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_rq2_backup.csv,0.989,0.989,0.0,0.0986586462804407,0.1022633428748173,-0.003604696594376594,0.9982,0.9981,9.999999999998899e-05,0.1555451717904961,0.1456532221241076,0.009891949666388483,0.4927948894386776,0.464497900253014,0.02829698918566359,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
mnist,multi,44,expert_prob,expert_logit,514513f25daa1b3d,47a8fa576c828f4f,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_rq2_backup.csv,0.987,0.9867,0.00029999999999996696,0.1306410345173557,0.1402072353390103,-0.009566200821654602,0.9981,0.9982,-9.999999999998899e-05,0.1308013064927663,0.1199113798996558,0.0108899265931105,0.4386234762197089,0.3980934380707271,0.04053003814898176,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
mnist,single,42,expert_prob,expert_logit,9cf5cccd877e965c,84a4d2545c2b0ef5,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_rq2_backup.csv,0.9854,0.9854,0.0,0.3139423278145216,0.3139423278145216,0.0,1.0,1.0,0.0,3.748534233606741e-06,3.748534233606741e-06,0.0,4.823978562574781e-05,4.823978562574781e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
mnist,single,43,expert_prob,expert_logit,27fb114f3b7d7acc,dbc06768c552e4b8,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_rq2_backup.csv,0.988,0.988,0.0,0.265626294890065,0.265626294890065,0.0,1.0,1.0,0.0,3.0393702503162515e-06,3.0393702503162515e-06,0.0,4.04892151595722e-05,4.04892151595722e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
mnist,single,44,expert_prob,expert_logit,0c88e9d2da5109c1,9fd379b145b4ffd0,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_rq2_backup.csv,0.9877,0.9877,0.0,0.3314238826915592,0.3314238826915592,0.0,1.0,1.0,0.0,1.76922698566619e-06,1.76922698566619e-06,0.0,2.450097363089091e-05,2.450097363089091e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
