dataset,regime,seed,left,right,run_id_left,run_id_right,input_file_left,input_file_right,student_test_accuracy_left,student_test_accuracy_right,delta_student_test_accuracy,student_test_nll_left,student_test_nll_right,delta_student_test_nll,target_accuracy_left,target_accuracy_right,delta_target_accuracy,target_nll_left,target_nll_right,delta_target_nll,target_entropy_left,target_entropy_right,delta_target_entropy,fallback_count_left,fallback_count_right,delta_fallback_count,fallback_rate_left,fallback_rate_right,delta_fallback_rate,mean_selected_teachers_left,mean_selected_teachers_right,delta_mean_selected_teachers,effective_teachers_left,effective_teachers_right,delta_effective_teachers
fmnist,alpha0p1,44,feddf_prob,feddf_logit,ca21d7e1641c3b6d,411b30d625d92426,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.7625,0.6545,0.10799999999999998,0.6539599994659424,0.94419387550354,-0.29023387603759754,0.7907,0.6686,0.12209999999999999,1.506705087794878,1.6905627146345308,-0.1838576268396528,2.154498787995853,2.206651445576111,-0.05215265758025822,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
fmnist,alpha0p5,42,feddf_prob,feddf_logit,75df60423010f895,4de4a759c90872f0,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.8513,0.8455,0.005799999999999916,0.4102019186735153,0.4410058173179626,-0.030803898644447325,0.8769,0.8664,0.010500000000000065,1.2765315370811252,1.2878403963193197,-0.011308859238194469,2.056588314798865,2.0444337554961103,0.012154559302754553,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
fmnist,alpha0p5,43,feddf_prob,feddf_logit,925a59ea8d0143c2,f3bc3d7e5cbb4acb,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.8684,0.8629,0.005499999999999949,0.3619626990556717,0.378203005695343,-0.016240306639671298,0.8867,0.8803,0.006400000000000072,1.2733308997321084,1.2880715257369308,-0.0147406260048224,2.0601324374825296,2.0524082583543537,0.007724179128175912,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
fmnist,alpha0p5,44,feddf_prob,feddf_logit,bd30161cf5b0aeaf,5ac7898abb301455,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.8528,0.8395,0.013299999999999979,0.4227892777442932,0.4584830131530761,-0.0356937354087829,0.8627,0.8517,0.01100000000000001,1.2003459449618288,1.2028635256628302,-0.0025175807010013873,2.0020325358031745,1.9853486596083432,0.01668387619483136,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
fmnist,alpha1p0,42,feddf_prob,feddf_logit,d42d35c0a068f3dc,749fed178afa09e1,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.8769,0.8742,0.0027000000000000357,0.3590002907991409,0.3687738227367401,-0.009773531937599167,0.8909,0.8905,0.00040000000000006697,1.1833412825486465,1.1794050091568742,0.003936273391772271,2.003996660100352,1.9909285080461705,0.013068152054181548,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
fmnist,alpha1p0,43,feddf_prob,feddf_logit,23f187a69efd33f6,e104a8552b32d4ad,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.876,0.8519,0.02410000000000001,0.3535811014652252,0.4161886858463287,-0.06260758438110348,0.8955,0.8746,0.02089999999999992,1.1331556632232969,1.1307147685757917,0.0024408946475051874,1.9638368892344984,1.9380246384632287,0.025812250771269696,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
fmnist,alpha1p0,44,feddf_prob,feddf_logit,804cc87340de6597,f7567aeb7e842b49,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.88,0.8802,-0.00019999999999997797,0.3470136012077331,0.3507755892753601,-0.003761988067627009,0.8907,0.89,0.0007000000000000339,1.0864310361209206,1.0744925311058202,0.011938505015100409,1.9172713476462653,1.8956830222706835,0.02158832537558175,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
fmnist,iid,42,feddf_prob,feddf_logit,37c69faf67040e53,f4fb2218d388dced,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.889,0.8895,-0.0004999999999999449,0.3474234825372695,0.3444983666181564,0.002925115919113097,0.905,0.9029,0.0020999999999999908,1.0158217554505784,0.9988370694247874,0.01698468602579095,1.863078003278348,1.8341072542782708,0.028970749000077234,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
fmnist,iid,43,feddf_prob,feddf_logit,e3ce02e81a31102c,14d0015b3f9f9051,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.888,0.8887,-0.0007000000000000339,0.3618016066551208,0.3623528841257095,-0.0005512774705886958,0.9057,0.9055,0.00019999999999997797,0.947973109436022,0.9291063477424109,0.018866761693611123,1.7872309007607847,1.7514116926059735,0.03581920815481121,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
fmnist,iid,44,feddf_prob,feddf_logit,bfbd813f77ac3bed,43f9dab37ad9198d,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.8852,0.8849,0.00029999999999996696,0.3307384666800499,0.3328397986531257,-0.0021013319730757707,0.8992,0.8984,0.0008000000000000229,1.045781610244268,1.0309083951026154,0.01487321514165263,1.8869574781419425,1.8644291578816548,0.022528320260287726,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
