dataset,regime,metric,mean,sd,n,seeds,contrast
mnist,alpha0p5,delta_mean_selected_teachers,-2.6,0.17320508075688762,3,"42,43,44",expertise
mnist,alpha0p5,delta_effective_teachers,-2.5999999999999983,0.17320508075688762,3,"42,43,44",expertise
mnist,alpha1p0,delta_student_test_accuracy,0.12333333333333085,0.07505553499465417,3,"42,43,44",expertise
mnist,alpha1p0,delta_student_test_nll,-0.0047463443854513345,0.0012300339209079829,3,"42,43,44",expertise
mnist,alpha1p0,delta_target_accuracy,0.44999999999999857,0.06999999999999863,3,"42,43,44",expertise
mnist,alpha1p0,delta_target_nll,-0.05924211254402726,0.009660903797991628,3,"42,43,44",expertise
mnist,alpha1p0,delta_target_entropy,-0.04221723817321651,0.014643029353374044,3,"42,43,44",expertise
mnist,alpha1p0,delta_fallback_count,0.0,0.0,3,"42,43,44",expertise
mnist,alpha1p0,delta_fallback_rate,0.0,0.0,3,"42,43,44",expertise
mnist,alpha1p0,delta_mean_selected_teachers,-1.5,0.1999999999999993,3,"42,43,44",expertise
mnist,alpha1p0,delta_effective_teachers,-1.4999999999999982,0.1999999999999993,3,"42,43,44",expertise
mnist,iid,delta_student_test_accuracy,0.0,0.0,3,"42,43,44",expertise
mnist,iid,delta_student_test_nll,-0.0001621470280302323,0.00028084689084465717,3,"42,43,44",expertise
mnist,iid,delta_target_accuracy,0.01666666666666853,0.02886751345948452,3,"42,43,44",expertise
mnist,iid,delta_target_nll,-0.0013613309535137248,0.002357894377401957,3,"42,43,44",expertise
mnist,iid,delta_target_entropy,-0.0013395660330621784,0.0023201964293571836,3,"42,43,44",expertise
mnist,iid,delta_fallback_count,0.0,0.0,3,"42,43,44",expertise
mnist,iid,delta_fallback_rate,0.0,0.0,3,"42,43,44",expertise
mnist,iid,delta_mean_selected_teachers,-0.06666666666666643,0.11547005383792475,3,"42,43,44",expertise
mnist,iid,delta_effective_teachers,-0.06666666666666583,0.11547005383792373,3,"42,43,44",expertise
mnist,multi,delta_student_test_accuracy,43.47666666666667,2.289417684332271,3,"42,43,44",expertise
mnist,multi,delta_student_test_nll,-1.0531830555023547,0.08174334844212044,3,"42,43,44",expertise
mnist,multi,delta_target_accuracy,44.303333333333335,2.062870168802038,3,"42,43,44",expertise
mnist,multi,delta_target_nll,-1.5678609110610744,0.0022219887588066436,3,"42,43,44",expertise
mnist,multi,delta_target_entropy,-1.6330282002367966,0.024611052838188204,3,"42,43,44",expertise
mnist,multi,delta_fallback_count,0.0,0.0,3,"42,43,44",expertise
mnist,multi,delta_fallback_rate,0.0,0.0,3,"42,43,44",expertise
mnist,multi,delta_mean_selected_teachers,-8.0,0.0,3,"42,43,44",expertise
mnist,multi,delta_effective_teachers,-7.999999999999997,1.0877919644084146e-15,3,"42,43,44",expertise
mnist,single,delta_student_test_accuracy,88.73,0.06244997998398333,3,"42,43,44",expertise
mnist,single,delta_student_test_nll,-1.9989212086555896,0.0340734666421464,3,"42,43,44",expertise
mnist,single,delta_target_accuracy,87.72666666666667,3.8339318373353177,3,"42,43,44",expertise
mnist,single,delta_target_nll,-2.3025814185131215,5.934454999791713e-07,3,"42,43,44",expertise
mnist,single,delta_target_entropy,-2.302547349546603,1.2105315899015937e-05,3,"42,43,44",expertise
mnist,single,delta_fallback_count,0.0,0.0,3,"42,43,44",expertise
mnist,single,delta_fallback_rate,0.0,0.0,3,"42,43,44",expertise
mnist,single,delta_mean_selected_teachers,-9.0,0.0,3,"42,43,44",expertise
mnist,single,delta_effective_teachers,-8.999999999999998,0.0,3,"42,43,44",expertise
cifar,alpha0p1,delta_student_test_accuracy,-4.0566666666666675,1.30484992751402,3,"42,43,44",oracle_expert
cifar,alpha0p1,delta_student_test_nll,0.18199012476603182,0.08884133993300622,3,"42,43,44",oracle_expert
cifar,alpha0p1,delta_target_accuracy,0.9833333333333324,1.2000555542696072,3,"42,43,44",oracle_expert
cifar,alpha0p1,delta_target_nll,0.04289337212803046,0.013108654698262438,3,"42,43,44",oracle_expert
cifar,alpha0p1,delta_target_entropy,0.04396136635894132,0.007074788029581795,3,"42,43,44",oracle_expert
cifar,alpha0p1,delta_fallback_count,212.33333333333334,43.77594468807422,3,"42,43,44",oracle_expert
cifar,alpha0p1,delta_fallback_rate,0.021233333333333337,0.004377594468807421,3,"42,43,44",oracle_expert
cifar,alpha0p1,delta_mean_selected_teachers,0.36946666666666667,0.10835923280151684,3,"42,43,44",oracle_expert
cifar,alpha0p1,delta_effective_teachers,0.5818,0.15198154493227134,3,"42,43,44",oracle_expert
cifar,alpha0p5,delta_student_test_accuracy,0.5133333333333323,1.4073497551544645,3,"42,43,44",oracle_expert
cifar,alpha0p5,delta_student_test_nll,-0.05169799070358272,0.08305374091351865,3,"42,43,44",oracle_expert
cifar,alpha0p5,delta_target_accuracy,4.03666666666667,0.3888873015840614,3,"42,43,44",oracle_expert
cifar,alpha0p5,delta_target_nll,0.030752044805697265,0.004497345812045911,3,"42,43,44",oracle_expert
cifar,alpha0p5,delta_target_entropy,0.021390604019334198,0.0038326811166668113,3,"42,43,44",oracle_expert
cifar,alpha0p5,delta_fallback_count,273.0,38.93584466786357,3,"42,43,44",oracle_expert
cifar,alpha0p5,delta_fallback_rate,0.0273,0.0038935844667863572,3,"42,43,44",oracle_expert
cifar,alpha0p5,delta_mean_selected_teachers,0.7559333333333332,0.10591436792679919,3,"42,43,44",oracle_expert
cifar,alpha0p5,delta_effective_teachers,1.0289333333333333,0.13157451627626598,3,"42,43,44",oracle_expert
cifar,alpha1p0,delta_student_test_accuracy,1.050000000000003,0.6824221567329131,3,"42,43,44",oracle_expert
cifar,alpha1p0,delta_student_test_nll,-0.06851747738520304,0.03220108780140729,3,"42,43,44",oracle_expert
cifar,alpha1p0,delta_target_accuracy,7.193333333333333,1.8369902921173342,3,"42,43,44",oracle_expert
cifar,alpha1p0,delta_target_nll,0.024394963764329924,0.02169384573488384,3,"42,43,44",oracle_expert
cifar,alpha1p0,delta_target_entropy,0.023073762359429484,0.012519557535881635,3,"42,43,44",oracle_expert
cifar,alpha1p0,delta_fallback_count,-3.3333333333333335,530.5933785238309,3,"42,43,44",oracle_expert
cifar,alpha1p0,delta_fallback_rate,-0.0003333333333333371,0.0530593378523831,3,"42,43,44",oracle_expert
cifar,alpha1p0,delta_mean_selected_teachers,1.6848000000000003,0.17034649981728395,3,"42,43,44",oracle_expert
cifar,alpha1p0,delta_effective_teachers,1.6814666666666664,0.42874172100850355,3,"42,43,44",oracle_expert
cifar,iid,delta_student_test_accuracy,1.0866666666666656,0.3317127271199156,3,"42,43,44",oracle_expert
cifar,iid,delta_student_test_nll,-0.05682666540145879,0.016121712122429868,3,"42,43,44",oracle_expert
cifar,iid,delta_target_accuracy,14.176666666666668,1.6787296784572907,3,"42,43,44",oracle_expert
cifar,iid,delta_target_nll,-0.024997008859512615,0.020658019977186966,3,"42,43,44",oracle_expert
cifar,iid,delta_target_entropy,0.01158556666240266,0.0070568502735155235,3,"42,43,44",oracle_expert
cifar,iid,delta_fallback_count,-525.3333333333334,17.47378989610821,3,"42,43,44",oracle_expert
cifar,iid,delta_fallback_rate,-0.05253333333333334,0.001747378989610821,3,"42,43,44",oracle_expert
cifar,iid,delta_mean_selected_teachers,1.659633333333333,0.25847642703607077,3,"42,43,44",oracle_expert
cifar,iid,delta_effective_teachers,1.1342999999999999,0.2500522545389261,3,"42,43,44",oracle_expert
cifar,multi,delta_student_test_accuracy,0.0199999999999941,0.6646051459325312,3,"42,43,44",oracle_expert
cifar,multi,delta_student_test_nll,-0.06385959269205732,0.03475995923976785,3,"42,43,44",oracle_expert
cifar,multi,delta_target_accuracy,2.8233333333333333,0.5442732157045136,3,"42,43,44",oracle_expert
cifar,multi,delta_target_nll,0.026434376652544483,0.003686000385843687,3,"42,43,44",oracle_expert
cifar,multi,delta_target_entropy,0.015072909547773813,0.0009430565888391403,3,"42,43,44",oracle_expert
cifar,multi,delta_fallback_count,340.6666666666667,55.1029339811714,3,"42,43,44",oracle_expert
cifar,multi,delta_fallback_rate,0.03406666666666666,0.005510293398117138,3,"42,43,44",oracle_expert
cifar,multi,delta_mean_selected_teachers,-0.15946666666666673,0.0312724053013729,3,"42,43,44",oracle_expert
cifar,multi,delta_effective_teachers,0.18120000000000003,0.024205990993966878,3,"42,43,44",oracle_expert
cifar,single,delta_student_test_accuracy,0.0,0.0,3,"42,43,44",oracle_expert
cifar,single,delta_student_test_nll,0.0,0.0,3,"42,43,44",oracle_expert
cifar,single,delta_target_accuracy,0.0,0.0,3,"42,43,44",oracle_expert
cifar,single,delta_target_nll,0.0,0.0,3,"42,43,44",oracle_expert
cifar,single,delta_target_entropy,0.0,0.0,3,"42,43,44",oracle_expert
cifar,single,delta_fallback_count,0.0,0.0,3,"42,43,44",oracle_expert
cifar,single,delta_fallback_rate,0.0,0.0,3,"42,43,44",oracle_expert
cifar,single,delta_mean_selected_teachers,0.0,0.0,3,"42,43,44",oracle_expert
cifar,single,delta_effective_teachers,0.0,0.0,3,"42,43,44",oracle_expert
fmnist,alpha0p1,delta_student_test_accuracy,0.3633333333333303,0.38188130791299063,3,"42,43,44",oracle_expert
fmnist,alpha0p1,delta_student_test_nll,-0.06542922077973688,0.04260430183090633,3,"42,43,44",oracle_expert
fmnist,alpha0p1,delta_target_accuracy,0.3933333333333344,0.3781974792794512,3,"42,43,44",oracle_expert
fmnist,alpha0p1,delta_target_nll,0.027220338989731196,0.015495624596929578,3,"42,43,44",oracle_expert
fmnist,alpha0p1,delta_target_entropy,0.04085097361178177,0.018956580583810917,3,"42,43,44",oracle_expert
fmnist,alpha0p1,delta_fallback_count,44.333333333333336,5.033222956847167,3,"42,43,44",oracle_expert
fmnist,alpha0p1,delta_fallback_rate,0.004433333333333333,0.0005033222956847167,3,"42,43,44",oracle_expert
fmnist,alpha0p1,delta_mean_selected_teachers,0.3668333333333334,0.07100284031877427,3,"42,43,44",oracle_expert
fmnist,alpha0p1,delta_effective_teachers,0.4111666666666666,0.07407835941307922,3,"42,43,44",oracle_expert
fmnist,alpha0p5,delta_student_test_accuracy,0.6199999999999946,0.8601744009211112,3,"42,43,44",oracle_expert
fmnist,alpha0p5,delta_student_test_nll,-0.06084928256670635,0.015639431559082272,3,"42,43,44",oracle_expert
fmnist,alpha0p5,delta_target_accuracy,3.6266666666666705,1.2800130207671045,3,"42,43,44",oracle_expert
fmnist,alpha0p5,delta_target_nll,0.04062582766136491,0.022337994310719846,3,"42,43,44",oracle_expert
fmnist,alpha0p5,delta_target_entropy,0.038507458773320145,0.012492603364268471,3,"42,43,44",oracle_expert
fmnist,alpha0p5,delta_fallback_count,98.0,21.79449471770337,3,"42,43,44",oracle_expert
fmnist,alpha0p5,delta_fallback_rate,0.009800000000000001,0.0021794494717703367,3,"42,43,44",oracle_expert
fmnist,alpha0p5,delta_mean_selected_teachers,1.0729,0.42172183960520676,3,"42,43,44",oracle_expert
fmnist,alpha0p5,delta_effective_teachers,1.1708999999999998,0.4225160470325355,3,"42,43,44",oracle_expert
fmnist,alpha1p0,delta_student_test_accuracy,0.8766666666666664,0.13428824718988913,3,"42,43,44",oracle_expert
fmnist,alpha1p0,delta_student_test_nll,-0.06759350224335985,0.011551432574879084,3,"42,43,44",oracle_expert
fmnist,alpha1p0,delta_target_accuracy,3.5533333333333306,0.42571508469084646,3,"42,43,44",oracle_expert
fmnist,alpha1p0,delta_target_nll,0.04141051308140745,0.016730007704817154,3,"42,43,44",oracle_expert
fmnist,alpha1p0,delta_target_entropy,0.03692821159937765,0.013896774671297,3,"42,43,44",oracle_expert
fmnist,alpha1p0,delta_fallback_count,125.33333333333333,32.86842456421258,3,"42,43,44",oracle_expert
fmnist,alpha1p0,delta_fallback_rate,0.012533333333333334,0.0032868424564212587,3,"42,43,44",oracle_expert
fmnist,alpha1p0,delta_mean_selected_teachers,1.1517000000000002,0.36251692374287825,3,"42,43,44",oracle_expert
fmnist,alpha1p0,delta_effective_teachers,1.2770333333333337,0.330056136639411,3,"42,43,44",oracle_expert
fmnist,iid,delta_student_test_accuracy,0.6000000000000005,0.17088007490634283,3,"42,43,44",oracle_expert
fmnist,iid,delta_student_test_nll,-0.019174978156884532,0.005193274668733953,3,"42,43,44",oracle_expert
fmnist,iid,delta_target_accuracy,6.799999999999999,0.18734993995195443,3,"42,43,44",oracle_expert
fmnist,iid,delta_target_nll,-0.016600909415359227,0.0048363210373292475,3,"42,43,44",oracle_expert
fmnist,iid,delta_target_entropy,0.0014522535340303715,0.0020293967957714814,3,"42,43,44",oracle_expert
fmnist,iid,delta_fallback_count,-739.3333333333334,21.385353243127252,3,"42,43,44",oracle_expert
fmnist,iid,delta_fallback_rate,-0.07393333333333334,0.0021385353243127308,3,"42,43,44",oracle_expert
fmnist,iid,delta_mean_selected_teachers,0.7731999999999998,0.41696713299731414,3,"42,43,44",oracle_expert
fmnist,iid,delta_effective_teachers,0.033866666666667676,0.40960898834539045,3,"42,43,44",oracle_expert
fmnist,multi,delta_student_test_accuracy,-0.060000000000004494,0.3151190251317732,3,"42,43,44",oracle_expert
fmnist,multi,delta_student_test_nll,0.042136633237203146,0.05852871206548286,3,"42,43,44",oracle_expert
fmnist,multi,delta_target_accuracy,0.18000000000000238,0.04999999999999449,3,"42,43,44",oracle_expert
fmnist,multi,delta_target_nll,0.006791306927882397,0.001797158159418904,3,"42,43,44",oracle_expert
fmnist,multi,delta_target_entropy,0.002579899105610739,0.001101532473503364,3,"42,43,44",oracle_expert
fmnist,multi,delta_fallback_count,40.333333333333336,11.676186592091328,3,"42,43,44",oracle_expert
fmnist,multi,delta_fallback_rate,0.004033333333333333,0.0011676186592091329,3,"42,43,44",oracle_expert
fmnist,multi,delta_mean_selected_teachers,-0.013466666666666738,0.00198578280114753,3,"42,43,44",oracle_expert
fmnist,multi,delta_effective_teachers,0.02686666666666652,0.009845980567385485,3,"42,43,44",oracle_expert
fmnist,single,delta_student_test_accuracy,0.0,0.0,3,"42,43,44",oracle_expert
fmnist,single,delta_student_test_nll,0.0,0.0,3,"42,43,44",oracle_expert
fmnist,single,delta_target_accuracy,0.0,0.0,3,"42,43,44",oracle_expert
fmnist,single,delta_target_nll,0.0,0.0,3,"42,43,44",oracle_expert
fmnist,single,delta_target_entropy,0.0,0.0,3,"42,43,44",oracle_expert
fmnist,single,delta_fallback_count,0.0,0.0,3,"42,43,44",oracle_expert
fmnist,single,delta_fallback_rate,0.0,0.0,3,"42,43,44",oracle_expert
fmnist,single,delta_mean_selected_teachers,0.0,0.0,3,"42,43,44",oracle_expert
fmnist,single,delta_effective_teachers,0.0,0.0,3,"42,43,44",oracle_expert
mnist,alpha0p1,delta_student_test_accuracy,0.21999999999999797,0.04358898943540194,3,"42,43,44",oracle_expert
mnist,alpha0p1,delta_student_test_nll,-0.008008395342228102,0.0019007865159565485,3,"42,43,44",oracle_expert
mnist,alpha0p1,delta_target_accuracy,0.19333333333333425,0.08736894948053142,3,"42,43,44",oracle_expert
mnist,alpha0p1,delta_target_nll,0.03393519161230977,0.009248408858009871,3,"42,43,44",oracle_expert
mnist,alpha0p1,delta_target_entropy,0.05637733317552537,0.01672268026769906,3,"42,43,44",oracle_expert
mnist,alpha0p1,delta_fallback_count,8.0,5.291502622129181,3,"42,43,44",oracle_expert
mnist,alpha0p1,delta_fallback_rate,0.0008,0.0005291502622129181,3,"42,43,44",oracle_expert
mnist,alpha0p1,delta_mean_selected_teachers,0.6244666666666671,0.11107431446258555,3,"42,43,44",oracle_expert
mnist,alpha0p1,delta_effective_teachers,0.6324666666666671,0.11534861652110648,3,"42,43,44",oracle_expert
mnist,alpha0p5,delta_student_test_accuracy,0.33666666666667033,0.19857828011475906,3,"42,43,44",oracle_expert
mnist,alpha0p5,delta_student_test_nll,-0.014340067317775264,0.005500292202673733,3,"42,43,44",oracle_expert
mnist,alpha0p5,delta_target_accuracy,0.9933333333333313,0.06429100507328561,3,"42,43,44",oracle_expert
mnist,alpha0p5,delta_target_nll,0.037503574348023615,0.016089896371778573,3,"42,43,44",oracle_expert
mnist,alpha0p5,delta_target_entropy,0.04301220872628845,0.009043153779577928,3,"42,43,44",oracle_expert
mnist,alpha0p5,delta_fallback_count,17.333333333333332,3.7859388972001824,3,"42,43,44",oracle_expert
mnist,alpha0p5,delta_fallback_rate,0.0017333333333333333,0.0003785938897200183,3,"42,43,44",oracle_expert
mnist,alpha0p5,delta_mean_selected_teachers,1.0919666666666668,0.2815422585214042,3,"42,43,44",oracle_expert
mnist,alpha0p5,delta_effective_teachers,1.1093000000000004,0.2841107354536261,3,"42,43,44",oracle_expert
mnist,alpha1p0,delta_student_test_accuracy,0.2266666666666676,0.08082903768654512,3,"42,43,44",oracle_expert
mnist,alpha1p0,delta_student_test_nll,-0.0078094778029790994,0.0022045316066516734,3,"42,43,44",oracle_expert
mnist,alpha1p0,delta_target_accuracy,1.0666666666666713,0.18556220879622543,3,"42,43,44",oracle_expert
mnist,alpha1p0,delta_target_nll,0.02335301152928589,0.011366919546281032,3,"42,43,44",oracle_expert
mnist,alpha1p0,delta_target_entropy,0.027303177183063115,0.014046670349040894,3,"42,43,44",oracle_expert
mnist,alpha1p0,delta_fallback_count,22.0,2.6457513110645907,3,"42,43,44",oracle_expert
mnist,alpha1p0,delta_fallback_rate,0.0021999999999999997,0.000264575131106459,3,"42,43,44",oracle_expert
mnist,alpha1p0,delta_mean_selected_teachers,0.824066666666667,0.26385773313157407,3,"42,43,44",oracle_expert
mnist,alpha1p0,delta_effective_teachers,0.8460666666666666,0.2614895855160072,3,"42,43,44",oracle_expert
mnist,iid,delta_student_test_accuracy,0.12000000000000528,0.0818535277187277,3,"42,43,44",oracle_expert
mnist,iid,delta_student_test_nll,-0.004132153581005199,0.0006121027523603236,3,"42,43,44",oracle_expert
mnist,iid,delta_target_accuracy,1.1033333333333304,0.08504900548115707,3,"42,43,44",oracle_expert
mnist,iid,delta_target_nll,-0.0056806470323965685,0.0023142151249789435,3,"42,43,44",oracle_expert
mnist,iid,delta_target_entropy,0.00032311348417228086,0.0022215453120375725,3,"42,43,44",oracle_expert
mnist,iid,delta_fallback_count,32.666666666666664,7.023769168568493,3,"42,43,44",oracle_expert
mnist,iid,delta_fallback_rate,0.0032666666666666664,0.0007023769168568493,3,"42,43,44",oracle_expert
mnist,iid,delta_mean_selected_teachers,-0.1838333333333336,0.10266106045299435,3,"42,43,44",oracle_expert
mnist,iid,delta_effective_teachers,-0.15116666666666725,0.10887466800561674,3,"42,43,44",oracle_expert
mnist,multi,delta_student_test_accuracy,0.01666666666666483,0.03214550253663964,3,"42,43,44",oracle_expert
mnist,multi,delta_student_test_nll,-0.005089532607100202,0.007280432435351897,3,"42,43,44",oracle_expert
mnist,multi,delta_target_accuracy,0.09666666666666712,0.040414518843269354,3,"42,43,44",oracle_expert
mnist,multi,delta_target_nll,0.0012657914909517676,0.000556540510178336,3,"42,43,44",oracle_expert
mnist,multi,delta_target_entropy,0.0012087806871622364,0.00012845741088410688,3,"42,43,44",oracle_expert
mnist,multi,delta_fallback_count,10.666666666666666,2.0816659994661326,3,"42,43,44",oracle_expert
mnist,multi,delta_fallback_rate,0.0010666666666666665,0.00020816659994661325,3,"42,43,44",oracle_expert
mnist,multi,delta_mean_selected_teachers,-0.0052666666666666044,0.0008144527815247453,3,"42,43,44",oracle_expert
mnist,multi,delta_effective_teachers,0.005400000000000145,0.002351595203261041,3,"42,43,44",oracle_expert
mnist,single,delta_student_test_accuracy,0.0,0.0,3,"42,43,44",oracle_expert
mnist,single,delta_student_test_nll,0.0,0.0,3,"42,43,44",oracle_expert
mnist,single,delta_target_accuracy,0.0,0.0,3,"42,43,44",oracle_expert
mnist,single,delta_target_nll,0.0,0.0,3,"42,43,44",oracle_expert
mnist,single,delta_target_entropy,0.0,0.0,3,"42,43,44",oracle_expert
mnist,single,delta_fallback_count,0.0,0.0,3,"42,43,44",oracle_expert
mnist,single,delta_fallback_rate,0.0,0.0,3,"42,43,44",oracle_expert
mnist,single,delta_mean_selected_teachers,0.0,0.0,3,"42,43,44",oracle_expert
mnist,single,delta_effective_teachers,0.0,0.0,3,"42,43,44",oracle_expert
cifar,alpha0p1,delta_student_test_accuracy,3.1800000000000015,2.9080405774335425,3,"42,43,44",competence_presence
cifar,alpha0p1,delta_student_test_nll,0.13330221557617192,0.1445032795120858,3,"42,43,44",competence_presence
cifar,alpha0p1,delta_target_accuracy,2.736666666666665,1.8869110560207543,3,"42,43,44",competence_presence
cifar,alpha0p1,delta_target_nll,-0.32254637283728366,0.0959237526994305,3,"42,43,44",competence_presence
cifar,alpha0p1,delta_target_entropy,-0.17478080428557843,0.044694434187157114,3,"42,43,44",competence_presence
cifar,alpha0p1,delta_fallback_count,0.0,0.0,3,"42,43,44",competence_presence
cifar,alpha0p1,delta_fallback_rate,0.0,0.0,3,"42,43,44",competence_presence
cifar,alpha0p1,delta_mean_selected_teachers,-3.0666666666666664,0.4509249752822898,3,"42,43,44",competence_presence
cifar,alpha0p1,delta_effective_teachers,-3.0666666666666664,0.4509249752822898,3,"42,43,44",competence_presence
cifar,alpha0p5,delta_student_test_accuracy,5.246666666666663,0.9404431579491337,3,"42,43,44",competence_presence
cifar,alpha0p5,delta_student_test_nll,-0.05996425123214725,0.04302020640812708,3,"42,43,44",competence_presence
cifar,alpha0p5,delta_target_accuracy,16.01666666666667,3.661862003589617,3,"42,43,44",competence_presence
cifar,alpha0p5,delta_target_nll,-0.293395378567483,0.007394525590280592,3,"42,43,44",competence_presence
cifar,alpha0p5,delta_target_entropy,-0.07191691362865749,0.01295164420766364,3,"42,43,44",competence_presence
cifar,alpha0p5,delta_fallback_count,0.0,0.0,3,"42,43,44",competence_presence
cifar,alpha0p5,delta_fallback_rate,0.0,0.0,3,"42,43,44",competence_presence
cifar,alpha0p5,delta_mean_selected_teachers,-5.800000000000001,0.40000000000000036,3,"42,43,44",competence_presence
cifar,alpha0p5,delta_effective_teachers,-5.800000000000001,0.40000000000000036,3,"42,43,44",competence_presence
cifar,alpha1p0,delta_student_test_accuracy,1.370000000000001,0.15132745950421578,3,"42,43,44",competence_presence
cifar,alpha1p0,delta_student_test_nll,0.02243699916203819,0.0348055289380579,3,"42,43,44",competence_presence
cifar,alpha1p0,delta_target_accuracy,11.86,1.2979984591670364,3,"42,43,44",competence_presence
cifar,alpha1p0,delta_target_nll,-0.20051696038148084,0.04815156973268717,3,"42,43,44",competence_presence
cifar,alpha1p0,delta_target_entropy,-0.052501324865492194,0.02429675265134746,3,"42,43,44",competence_presence
cifar,alpha1p0,delta_fallback_count,333.3333333333333,577.3502691896258,3,"42,43,44",competence_presence
cifar,alpha1p0,delta_fallback_rate,0.03333333333333333,0.05773502691896259,3,"42,43,44",competence_presence
cifar,alpha1p0,delta_mean_selected_teachers,-5.966666666666666,0.1527525231651941,3,"42,43,44",competence_presence
cifar,alpha1p0,delta_effective_teachers,-5.633333333333333,0.47258156262526146,3,"42,43,44",competence_presence
cifar,iid,delta_student_test_accuracy,-0.07666666666666191,0.3852704677669061,3,"42,43,44",competence_presence
cifar,iid,delta_student_test_nll,0.028680452108383214,0.023516102557652317,3,"42,43,44",competence_presence
cifar,iid,delta_target_accuracy,1.943333333333334,2.0850019984003225,3,"42,43,44",competence_presence
cifar,iid,delta_target_nll,-0.059073088836602373,0.028590112434240512,3,"42,43,44",competence_presence
cifar,iid,delta_target_entropy,-0.02098743753813685,0.008916510530539679,3,"42,43,44",competence_presence
cifar,iid,delta_fallback_count,1000.0,0.0,3,"42,43,44",competence_presence
cifar,iid,delta_fallback_rate,0.10000000000000002,1.6996749443881478e-17,3,"42,43,44",competence_presence
cifar,iid,delta_mean_selected_teachers,-4.866666666666667,0.40414518843273795,3,"42,43,44",competence_presence
cifar,iid,delta_effective_teachers,-3.866666666666665,0.40414518843273795,3,"42,43,44",competence_presence
cifar,multi,delta_student_test_accuracy,0.0,0.0,3,"42,43,44",competence_presence
cifar,multi,delta_student_test_nll,0.0,0.0,3,"42,43,44",competence_presence
cifar,multi,delta_target_accuracy,0.0,0.0,3,"42,43,44",competence_presence
cifar,multi,delta_target_nll,0.0,0.0,3,"42,43,44",competence_presence
cifar,multi,delta_target_entropy,0.0,0.0,3,"42,43,44",competence_presence
cifar,multi,delta_fallback_count,0.0,0.0,3,"42,43,44",competence_presence
cifar,multi,delta_fallback_rate,0.0,0.0,3,"42,43,44",competence_presence
cifar,multi,delta_mean_selected_teachers,0.0,0.0,3,"42,43,44",competence_presence
cifar,multi,delta_effective_teachers,0.0,0.0,3,"42,43,44",competence_presence
cifar,single,delta_student_test_accuracy,0.0,0.0,3,"42,43,44",competence_presence
cifar,single,delta_student_test_nll,0.0,0.0,3,"42,43,44",competence_presence
cifar,single,delta_target_accuracy,0.0,0.0,3,"42,43,44",competence_presence
cifar,single,delta_target_nll,0.0,0.0,3,"42,43,44",competence_presence
cifar,single,delta_target_entropy,0.0,0.0,3,"42,43,44",competence_presence
cifar,single,delta_fallback_count,0.0,0.0,3,"42,43,44",competence_presence
cifar,single,delta_fallback_rate,0.0,0.0,3,"42,43,44",competence_presence
cifar,single,delta_mean_selected_teachers,0.0,0.0,3,"42,43,44",competence_presence
cifar,single,delta_effective_teachers,0.0,0.0,3,"42,43,44",competence_presence
fmnist,alpha0p1,delta_student_test_accuracy,0.3200000000000055,0.6080296045424104,3,"42,43,44",competence_presence
fmnist,alpha0p1,delta_student_test_nll,0.12037412966887157,0.052431676793688785,3,"42,43,44",competence_presence
fmnist,alpha0p1,delta_target_accuracy,0.579999999999999,0.37403208418530437,3,"42,43,44",competence_presence
fmnist,alpha0p1,delta_target_nll,-0.17990542948029142,0.017766144036783702,3,"42,43,44",competence_presence
fmnist,alpha0p1,delta_target_entropy,-0.14895091242882907,0.007346847230965064,3,"42,43,44",competence_presence
fmnist,alpha0p1,delta_fallback_count,0.0,0.0,3,"42,43,44",competence_presence
fmnist,alpha0p1,delta_fallback_rate,0.0,0.0,3,"42,43,44",competence_presence
fmnist,alpha0p1,delta_mean_selected_teachers,-1.7000000000000002,0.2999999999999998,3,"42,43,44",competence_presence
fmnist,alpha0p1,delta_effective_teachers,-1.7000000000000002,0.2999999999999998,3,"42,43,44",competence_presence
fmnist,alpha0p5,delta_student_test_accuracy,2.950000000000001,1.6139082997494023,3,"42,43,44",competence_presence
fmnist,alpha0p5,delta_student_test_nll,-0.009145374067624445,0.03859695936168126,3,"42,43,44",competence_presence
fmnist,alpha0p5,delta_target_accuracy,7.303333333333333,1.4742229591664,3,"42,43,44",competence_presence
fmnist,alpha0p5,delta_target_nll,-0.17960358862408454,0.03306991205623647,3,"42,43,44",competence_presence
fmnist,alpha0p5,delta_target_entropy,-0.08463100253869855,0.018457885330576865,3,"42,43,44",competence_presence
fmnist,alpha0p5,delta_fallback_count,0.0,0.0,3,"42,43,44",competence_presence
fmnist,alpha0p5,delta_fallback_rate,0.0,0.0,3,"42,43,44",competence_presence
fmnist,alpha0p5,delta_mean_selected_teachers,-3.7000000000000006,0.4582575694955837,3,"42,43,44",competence_presence
fmnist,alpha0p5,delta_effective_teachers,-3.7000000000000006,0.4582575694955837,3,"42,43,44",competence_presence
fmnist,alpha1p0,delta_student_test_accuracy,0.8166666666666655,0.23501772982762728,3,"42,43,44",competence_presence
fmnist,alpha1p0,delta_student_test_nll,0.02686090929508206,0.010246037681659725,3,"42,43,44",competence_presence
fmnist,alpha1p0,delta_target_accuracy,5.4833333333333325,1.2213244177258276,3,"42,43,44",competence_presence
fmnist,alpha1p0,delta_target_nll,-0.11439073183501265,0.03007637844581685,3,"42,43,44",competence_presence
fmnist,alpha1p0,delta_target_entropy,-0.054529335781840604,0.018863905286266545,3,"42,43,44",competence_presence
