dataset,regime,seed,client,class,expertise_count,expertise_accuracy,M,experts_for_class,classes_for_teacher,evidence,train_count,validation_count,A,A_minus_M,diagnostic
fmnist,alpha0p1,42,1,6,795,0.9320755004882812,1,2,5,True,2782,397,1,0,accredited
fmnist,alpha0p1,42,1,7,2,0.5,0,4,5,True,8,1,1,1,below_threshold
fmnist,alpha0p1,42,1,8,918,0.9934640526771544,1,3,5,True,3212,459,1,0,accredited
fmnist,alpha0p1,42,1,9,757,0.9947159886360168,1,4,5,True,2652,379,1,0,accredited
fmnist,alpha0p1,42,2,0,21,1.0,1,4,2,True,76,11,1,0,accredited
fmnist,alpha0p1,42,2,1,13,1.0,1,7,2,True,46,6,1,0,accredited
fmnist,alpha0p1,42,2,2,0,0.0,0,4,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,2,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,2,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,2,5,0,0.0,0,3,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,2,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,2,7,0,0.0,0,4,2,False,1,0,1,1,no_expertise_observations
fmnist,alpha0p1,42,2,8,0,0.0,0,3,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,2,9,0,0.0,0,4,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,3,0,0,0.0,0,4,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,3,1,65,0.9230769276618958,1,7,3,True,230,33,1,0,accredited
fmnist,alpha0p1,42,3,2,13,0.9230769276618958,1,4,3,True,47,7,1,0,accredited
fmnist,alpha0p1,42,3,3,0,0.0,0,2,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,3,4,0,0.0,0,2,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,3,5,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,3,6,0,0.0,0,2,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,3,7,0,0.0,0,4,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,3,8,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,3,9,13,1.0,1,4,3,True,47,7,1,0,accredited
fmnist,alpha0p1,42,4,0,0,0.0,0,4,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,4,1,128,0.9453125,1,7,2,True,448,64,1,0,accredited
fmnist,alpha0p1,42,4,2,0,0.0,0,4,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,4,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,4,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,4,5,0,0.0,0,3,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,4,6,7,0.4285714328289032,0,2,2,True,25,3,1,1,below_threshold
fmnist,alpha0p1,42,4,7,417,1.0,1,4,2,True,1459,208,1,0,accredited
fmnist,alpha0p1,42,4,8,0,0.0,0,3,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,4,9,0,0.0,0,4,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,5,0,161,0.9316770434379578,1,4,4,True,564,80,1,0,accredited
fmnist,alpha0p1,42,5,1,0,0.0,0,7,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,5,2,0,0.0,0,4,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,5,3,5,0.2000000029802322,0,2,4,True,20,3,1,1,below_threshold
fmnist,alpha0p1,42,5,4,722,0.9709141254425048,1,2,4,True,2529,361,1,0,accredited
fmnist,alpha0p1,42,5,5,162,0.9938271641731262,1,3,4,True,567,81,1,0,accredited
fmnist,alpha0p1,42,5,6,89,0.4044943749904632,0,2,4,True,312,45,1,1,below_threshold
fmnist,alpha0p1,42,5,7,0,0.0,0,4,4,False,2,0,1,1,no_expertise_observations
fmnist,alpha0p1,42,5,8,8,1.0,1,3,4,True,29,4,1,0,accredited
fmnist,alpha0p1,42,5,9,0,0.0,0,4,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,6,0,0,0.0,0,4,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,6,1,78,1.0,1,7,3,True,273,39,1,0,accredited
fmnist,alpha0p1,42,6,2,214,0.9018691778182985,1,4,3,True,748,107,1,0,accredited
fmnist,alpha0p1,42,6,3,0,0.0,0,2,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,6,4,45,0.7777777910232544,0,2,3,True,160,23,1,1,below_threshold
fmnist,alpha0p1,42,6,5,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,6,6,0,0.0,0,2,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,6,7,3,1.0,1,4,3,True,11,2,1,0,accredited
fmnist,alpha0p1,42,6,8,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,6,9,0,0.0,0,4,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,7,0,0,0.0,0,4,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,7,1,431,0.9953595995903016,1,7,4,True,1509,215,1,0,accredited
fmnist,alpha0p1,42,7,2,2,0.0,0,4,4,True,8,1,1,1,below_threshold
fmnist,alpha0p1,42,7,3,0,0.0,0,2,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,7,4,20,0.4000000059604645,0,2,4,True,70,10,1,1,below_threshold
fmnist,alpha0p1,42,7,5,0,0.0,0,3,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,7,6,109,0.9541284441947936,1,2,4,True,382,54,1,0,accredited
fmnist,alpha0p1,42,7,7,115,0.991304337978363,1,4,4,True,402,57,1,0,accredited
fmnist,alpha0p1,42,7,8,1,0.0,0,3,4,True,2,0,1,1,below_threshold
fmnist,alpha0p1,42,7,9,5,0.800000011920929,1,4,4,True,16,2,1,0,accredited
fmnist,alpha0p1,42,8,0,807,0.995043396949768,1,4,5,True,2823,403,1,0,accredited
fmnist,alpha0p1,42,8,1,157,1.0,1,7,5,True,550,79,1,0,accredited
fmnist,alpha0p1,42,8,2,18,0.9444444179534912,1,4,5,True,64,9,1,0,accredited
fmnist,alpha0p1,42,8,3,0,0.0,0,2,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,8,4,5,0.0,0,2,5,True,16,2,1,1,below_threshold
fmnist,alpha0p1,42,8,5,13,0.7692307829856873,0,3,5,True,44,6,1,1,below_threshold
fmnist,alpha0p1,42,8,6,0,0.0,0,2,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,8,7,0,0.0,0,4,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,8,8,73,1.0,1,3,5,True,257,37,1,0,accredited
fmnist,alpha0p1,42,8,9,224,0.9955357313156128,1,4,5,True,786,112,1,0,accredited
fmnist,alpha0p1,42,9,0,11,0.8181818127632141,1,4,5,True,38,5,1,0,accredited
fmnist,alpha0p1,42,9,1,127,0.9842519760131836,1,7,5,True,445,64,1,0,accredited
fmnist,alpha0p1,42,9,2,0,0.0,0,4,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,9,3,60,0.9666666388511658,1,2,5,True,210,30,1,0,accredited
fmnist,alpha0p1,42,9,4,170,0.9411764740943908,1,2,5,True,595,85,1,0,accredited
fmnist,alpha0p1,42,9,5,570,1.0,1,3,5,True,1996,285,1,0,accredited
fmnist,alpha0p1,42,9,6,0,0.0,0,2,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,9,7,0,0.0,0,4,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,9,8,0,0.0,0,3,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,42,9,9,0,0.0,0,4,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,0,0,0,0.0,0,4,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,0,1,1,0.0,0,6,3,True,2,0,1,1,below_threshold
fmnist,alpha0p1,43,0,2,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,0,3,0,0.0,0,2,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,0,4,0,0.0,0,2,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,0,5,443,0.9977426528930664,1,3,3,True,1552,222,1,0,accredited
fmnist,alpha0p1,43,0,6,8,1.0,1,4,3,True,27,4,1,0,accredited
fmnist,alpha0p1,43,0,7,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,0,8,0,0.0,0,6,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,0,9,79,0.949367105960846,1,5,3,True,278,40,1,0,accredited
fmnist,alpha0p1,43,1,0,0,0.0,0,4,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,1,1,94,0.9680851101875304,1,6,3,True,331,47,1,0,accredited
fmnist,alpha0p1,43,1,2,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,1,3,964,0.9875518679618835,1,2,3,True,3375,482,1,0,accredited
fmnist,alpha0p1,43,1,4,0,0.0,0,2,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,1,5,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,1,6,146,0.8424657583236694,1,4,3,True,510,73,1,0,accredited
fmnist,alpha0p1,43,1,7,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,1,8,0,0.0,0,6,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,1,9,0,0.0,0,5,3,False,1,0,1,1,no_expertise_observations
fmnist,alpha0p1,43,2,0,0,0.0,0,4,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,2,1,19,0.9473684430122375,1,6,5,True,67,10,1,0,accredited
fmnist,alpha0p1,43,2,2,0,0.0,0,3,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,2,3,0,0.0,0,2,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,2,4,3,0.3333333432674408,0,2,5,True,12,2,1,1,below_threshold
fmnist,alpha0p1,43,2,5,15,0.9333333373069764,1,3,5,True,53,7,1,0,accredited
fmnist,alpha0p1,43,2,6,328,0.9725610017776488,1,4,5,True,1149,164,1,0,accredited
fmnist,alpha0p1,43,2,7,0,0.0,0,3,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,2,8,307,0.9837133288383484,1,6,5,True,1077,154,1,0,accredited
fmnist,alpha0p1,43,2,9,7,0.8571428656578064,1,5,5,True,25,4,1,0,accredited
fmnist,alpha0p1,43,3,0,0,0.0,0,4,3,False,1,0,1,1,no_expertise_observations
fmnist,alpha0p1,43,3,1,822,0.9987834692001344,1,6,3,True,2877,411,1,0,accredited
fmnist,alpha0p1,43,3,2,6,0.3333333432674408,0,3,3,True,21,3,1,1,below_threshold
fmnist,alpha0p1,43,3,3,0,0.0,0,2,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,3,4,13,1.0,1,2,3,True,46,7,1,0,accredited
fmnist,alpha0p1,43,3,5,0,0.0,0,3,3,False,2,0,1,1,no_expertise_observations
fmnist,alpha0p1,43,3,6,3,0.0,0,4,3,True,10,1,1,1,below_threshold
fmnist,alpha0p1,43,3,7,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,3,8,2,1.0,1,6,3,True,8,1,1,0,accredited
fmnist,alpha0p1,43,3,9,0,0.0,0,5,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,4,0,0,0.0,0,4,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,4,1,7,1.0,1,6,4,True,24,3,1,0,accredited
fmnist,alpha0p1,43,4,2,120,0.9916666746139526,1,3,4,True,420,60,1,0,accredited
fmnist,alpha0p1,43,4,3,29,0.8965517282485962,1,2,4,True,100,14,1,0,accredited
fmnist,alpha0p1,43,4,4,0,0.0,0,2,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,4,5,0,0.0,0,3,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,4,6,0,0.0,0,4,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,4,7,0,0.0,0,3,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,4,8,11,0.9090909361839294,1,6,4,True,41,6,1,0,accredited
fmnist,alpha0p1,43,4,9,0,0.0,0,5,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,5,0,637,0.9340659379959106,1,4,3,True,2230,319,1,0,accredited
fmnist,alpha0p1,43,5,1,0,0.0,0,6,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,5,2,2,0.0,0,3,3,True,9,1,1,1,below_threshold
fmnist,alpha0p1,43,5,3,0,0.0,0,2,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,5,4,45,0.6222222447395325,0,2,3,True,159,23,1,1,below_threshold
fmnist,alpha0p1,43,5,5,0,0.0,0,3,3,False,1,0,1,1,no_expertise_observations
fmnist,alpha0p1,43,5,6,313,0.8274760246276855,1,4,3,True,1095,156,1,0,accredited
fmnist,alpha0p1,43,5,7,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,5,8,0,0.0,0,6,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,5,9,1,1.0,1,5,3,True,3,0,1,0,accredited
fmnist,alpha0p1,43,6,0,16,0.9375,1,4,4,True,55,8,1,0,accredited
fmnist,alpha0p1,43,6,1,47,0.978723406791687,1,6,4,True,164,23,1,0,accredited
fmnist,alpha0p1,43,6,2,793,0.992433786392212,1,3,4,True,2778,397,1,0,accredited
fmnist,alpha0p1,43,6,3,7,0.5714285969734192,0,2,4,True,25,4,1,1,below_threshold
fmnist,alpha0p1,43,6,4,0,0.0,0,2,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,6,5,0,0.0,0,3,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,6,6,1,0.0,0,4,4,True,4,0,1,1,below_threshold
fmnist,alpha0p1,43,6,7,3,0.3333333432674408,0,3,4,True,11,2,1,1,below_threshold
fmnist,alpha0p1,43,6,8,0,0.0,0,6,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,6,9,795,0.9987421631813048,1,5,4,True,2784,398,1,0,accredited
fmnist,alpha0p1,43,7,0,31,0.8709677457809448,1,4,4,True,108,15,1,0,accredited
fmnist,alpha0p1,43,7,1,0,0.0,0,6,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,7,2,0,0.0,0,3,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,7,3,0,0.0,0,2,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,7,4,0,0.0,0,2,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,7,5,0,0.0,0,3,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,7,6,0,0.0,0,4,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,7,7,72,0.9166666865348816,1,3,4,True,252,36,1,0,accredited
fmnist,alpha0p1,43,7,8,383,0.9947780966758728,1,6,4,True,1341,191,1,0,accredited
fmnist,alpha0p1,43,7,9,108,0.9814814925193788,1,5,4,True,380,54,1,0,accredited
fmnist,alpha0p1,43,8,0,316,0.8702531456947327,1,4,6,True,1106,158,1,0,accredited
fmnist,alpha0p1,43,8,1,10,1.0,1,6,6,True,36,5,1,0,accredited
fmnist,alpha0p1,43,8,2,49,0.5102040767669678,0,3,6,True,172,24,1,1,below_threshold
fmnist,alpha0p1,43,8,3,0,0.0,0,2,6,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,8,4,931,0.9871106147766112,1,2,6,True,3258,465,1,0,accredited
fmnist,alpha0p1,43,8,5,541,0.9944547414779664,1,3,6,True,1894,270,1,0,accredited
fmnist,alpha0p1,43,8,6,201,0.5870646834373474,0,4,6,True,706,101,1,1,below_threshold
fmnist,alpha0p1,43,8,7,126,0.9603174328804016,1,3,6,True,443,63,1,0,accredited
fmnist,alpha0p1,43,8,8,290,0.9758620858192444,1,6,6,True,1016,145,1,0,accredited
fmnist,alpha0p1,43,8,9,0,0.0,0,5,6,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,9,0,0,0.0,0,4,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,9,1,0,0.0,0,6,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,9,2,29,0.8275862336158752,1,3,3,True,102,14,1,0,accredited
fmnist,alpha0p1,43,9,3,0,0.0,0,2,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,9,4,7,0.2857142984867096,0,2,3,True,25,4,1,1,below_threshold
fmnist,alpha0p1,43,9,5,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,9,6,0,0.0,0,4,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,43,9,7,798,0.9987468719482422,1,3,3,True,2795,399,1,0,accredited
fmnist,alpha0p1,43,9,8,5,1.0,1,6,3,True,19,3,1,0,accredited
fmnist,alpha0p1,43,9,9,9,0.1111111119389534,0,5,3,True,30,4,1,1,below_threshold
fmnist,alpha0p1,44,0,0,26,0.692307710647583,0,3,2,True,92,13,1,1,below_threshold
fmnist,alpha0p1,44,0,1,57,0.9649122953414916,1,7,2,True,200,28,1,0,accredited
fmnist,alpha0p1,44,0,2,0,0.0,0,3,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,0,3,14,0.8571428656578064,1,6,2,True,49,7,1,0,accredited
fmnist,alpha0p1,44,0,4,0,0.0,0,3,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,0,5,0,0.0,0,4,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,0,6,0,0.0,0,2,2,False,2,0,1,1,no_expertise_observations
fmnist,alpha0p1,44,0,7,0,0.0,0,4,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,0,8,0,0.0,0,5,2,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,0,9,0,0.0,0,5,2,False,1,0,1,1,no_expertise_observations
fmnist,alpha0p1,44,1,0,121,0.9504132270812988,1,3,4,True,426,61,1,0,accredited
fmnist,alpha0p1,44,1,1,0,0.0,0,7,4,False,2,0,1,1,no_expertise_observations
fmnist,alpha0p1,44,1,2,64,0.96875,1,3,4,True,224,32,1,0,accredited
fmnist,alpha0p1,44,1,3,0,0.0,0,6,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,1,4,0,0.0,0,3,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,1,5,875,0.9954285621643066,1,4,4,True,3062,437,1,0,accredited
fmnist,alpha0p1,44,1,6,0,0.0,0,2,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,1,7,0,0.0,0,4,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,1,8,497,0.9939637780189514,1,5,4,True,1738,248,1,0,accredited
fmnist,alpha0p1,44,1,9,0,0.0,0,5,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,2,0,142,0.6549295783042908,0,3,6,True,497,71,1,1,below_threshold
fmnist,alpha0p1,44,2,1,5,0.800000011920929,1,7,6,True,20,3,1,0,accredited
fmnist,alpha0p1,44,2,2,0,0.0,0,3,6,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,2,3,91,0.8791208863258362,1,6,6,True,319,45,1,0,accredited
fmnist,alpha0p1,44,2,4,0,0.0,0,3,6,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,2,5,85,0.9647058844566344,1,4,6,True,297,42,1,0,accredited
fmnist,alpha0p1,44,2,6,533,0.9380863308906556,1,2,6,True,1868,267,1,0,accredited
fmnist,alpha0p1,44,2,7,2,0.0,0,4,6,True,9,1,1,1,below_threshold
fmnist,alpha0p1,44,2,8,26,0.9230769276618958,1,5,6,True,90,13,1,0,accredited
fmnist,alpha0p1,44,2,9,43,0.9767441749572754,1,5,6,True,149,21,1,0,accredited
fmnist,alpha0p1,44,3,0,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,3,1,1,0.0,0,7,3,True,4,0,1,1,below_threshold
fmnist,alpha0p1,44,3,2,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,3,3,472,0.9936440587043762,1,6,3,True,1654,236,1,0,accredited
fmnist,alpha0p1,44,3,4,0,0.0,0,3,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,3,5,0,0.0,0,4,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,3,6,10,0.6000000238418579,0,2,3,True,34,5,1,1,below_threshold
fmnist,alpha0p1,44,3,7,638,1.0,1,4,3,True,2233,319,1,0,accredited
fmnist,alpha0p1,44,3,8,29,0.8965517282485962,1,5,3,True,102,15,1,0,accredited
fmnist,alpha0p1,44,3,9,0,0.0,0,5,3,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,4,0,0,0.0,0,3,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,4,1,247,0.9635627269744872,1,7,5,True,863,123,1,0,accredited
fmnist,alpha0p1,44,4,2,0,0.0,0,3,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,4,3,186,0.9677419066429138,1,6,5,True,652,93,1,0,accredited
fmnist,alpha0p1,44,4,4,0,0.0,0,3,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,4,5,0,0.0,0,4,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,4,6,0,0.0,0,2,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,4,7,2,1.0,1,4,5,True,8,1,1,0,accredited
fmnist,alpha0p1,44,4,8,427,0.99765807390213,1,5,5,True,1495,213,1,0,accredited
fmnist,alpha0p1,44,4,9,4,1.0,1,5,5,True,13,2,1,0,accredited
fmnist,alpha0p1,44,5,0,74,0.9189189076423644,1,3,4,True,259,37,1,0,accredited
fmnist,alpha0p1,44,5,1,7,0.8571428656578064,1,7,4,True,23,3,1,0,accredited
fmnist,alpha0p1,44,5,2,1,0.0,0,3,4,True,4,0,1,1,below_threshold
fmnist,alpha0p1,44,5,3,30,0.7333333492279053,0,6,4,True,107,15,1,1,below_threshold
fmnist,alpha0p1,44,5,4,108,0.9907407164573668,1,3,4,True,380,54,1,0,accredited
fmnist,alpha0p1,44,5,5,7,1.0,1,4,4,True,26,4,1,0,accredited
fmnist,alpha0p1,44,5,6,0,0.0,0,2,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,5,7,0,0.0,0,4,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,5,8,0,0.0,0,5,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,5,9,0,0.0,0,5,4,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,6,0,0,0.0,0,3,1,False,1,0,1,1,no_expertise_observations
fmnist,alpha0p1,44,6,1,0,0.0,0,7,1,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,6,2,2,0.0,0,3,1,True,7,1,1,1,below_threshold
fmnist,alpha0p1,44,6,3,0,0.0,0,6,1,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,6,4,0,0.0,0,3,1,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,6,5,0,0.0,0,4,1,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,6,6,1,0.0,0,2,1,True,3,0,1,1,below_threshold
fmnist,alpha0p1,44,6,7,1,0.0,0,4,1,True,4,1,1,1,below_threshold
fmnist,alpha0p1,44,6,8,0,0.0,0,5,1,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,6,9,123,1.0,1,5,1,True,431,61,1,0,accredited
fmnist,alpha0p1,44,7,0,0,0.0,0,3,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,7,1,23,1.0,1,7,5,True,81,11,1,0,accredited
fmnist,alpha0p1,44,7,2,0,0.0,0,3,5,False,2,0,1,1,no_expertise_observations
fmnist,alpha0p1,44,7,3,11,0.9090909361839294,1,6,5,True,37,5,1,0,accredited
fmnist,alpha0p1,44,7,4,50,0.6600000262260437,0,3,5,True,174,25,1,1,below_threshold
fmnist,alpha0p1,44,7,5,13,0.7692307829856873,0,4,5,True,46,6,1,1,below_threshold
fmnist,alpha0p1,44,7,6,451,0.9645232558250428,1,2,5,True,1581,226,1,0,accredited
fmnist,alpha0p1,44,7,7,237,0.8649789094924927,1,4,5,True,829,118,1,0,accredited
fmnist,alpha0p1,44,7,8,0,0.0,0,5,5,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,7,9,749,0.9879840016365052,1,5,5,True,2624,375,1,0,accredited
fmnist,alpha0p1,44,8,0,11,0.6363636255264282,0,3,6,True,41,6,1,1,below_threshold
fmnist,alpha0p1,44,8,1,633,0.9905213117599488,1,7,6,True,2214,316,1,0,accredited
fmnist,alpha0p1,44,8,2,166,0.8855421543121338,1,3,6,True,583,83,1,0,accredited
fmnist,alpha0p1,44,8,3,195,0.9743589758872986,1,6,6,True,684,98,1,0,accredited
fmnist,alpha0p1,44,8,4,190,0.8368421196937561,1,3,6,True,667,95,1,0,accredited
fmnist,alpha0p1,44,8,5,0,0.0,0,4,6,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,8,6,4,0.25,0,2,6,True,13,2,1,1,below_threshold
fmnist,alpha0p1,44,8,7,0,0.0,0,4,6,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,8,8,21,0.9523809552192688,1,5,6,True,75,11,1,0,accredited
fmnist,alpha0p1,44,8,9,77,1.0,1,5,6,True,270,38,1,0,accredited
fmnist,alpha0p1,44,9,0,624,0.9583333134651184,1,3,6,True,2186,312,1,0,accredited
fmnist,alpha0p1,44,9,1,27,0.9629629850387572,1,7,6,True,95,14,1,0,accredited
fmnist,alpha0p1,44,9,2,766,0.9543080925941468,1,3,6,True,2682,383,1,0,accredited
fmnist,alpha0p1,44,9,3,0,0.0,0,6,6,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,9,4,651,0.8970814347267151,1,3,6,True,2280,326,1,0,accredited
fmnist,alpha0p1,44,9,5,20,0.8500000238418579,1,4,6,True,70,10,1,0,accredited
fmnist,alpha0p1,44,9,6,0,0.0,0,2,6,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,9,7,119,1.0,1,4,6,True,418,60,1,0,accredited
fmnist,alpha0p1,44,9,8,0,0.0,0,5,6,False,0,0,0,0,absent_in_train
fmnist,alpha0p1,44,9,9,4,0.75,0,5,6,True,13,2,1,1,below_threshold
fmnist,multi,42,0,0,500,0.9860000014305116,1,2,2,True,1750,250,1,0,accredited
fmnist,multi,42,0,1,500,0.9919999837875366,1,2,2,True,1750,250,1,0,accredited
fmnist,multi,42,0,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
fmnist,multi,42,0,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
fmnist,multi,42,0,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
fmnist,multi,42,0,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
fmnist,multi,42,0,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
fmnist,multi,42,0,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
