dataset,regime,seed,client,class,expertise_count,expertise_accuracy,M,experts_for_class,classes_for_teacher,evidence,train_count,validation_count,A,A_minus_M,diagnostic
mnist,multi,42,0,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,0,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,0,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,0,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,1,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,1,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,1,2,496,0.9959677457809448,1,2,2,True,1735,248,1,0,accredited
mnist,multi,42,1,3,513,0.9980506896972656,1,2,2,True,1796,257,1,0,accredited
mnist,multi,42,1,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,1,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,1,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,1,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,1,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,1,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,2,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,2,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,2,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,2,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,2,4,484,0.997933864593506,1,2,2,True,1695,242,1,0,accredited
mnist,multi,42,2,5,442,0.9954751133918762,1,2,2,True,1548,221,1,0,accredited
mnist,multi,42,2,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,2,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,2,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,2,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,3,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,3,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,3,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,3,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,3,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,3,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,3,6,492,0.9979674816131592,1,2,2,True,1721,246,1,0,accredited
mnist,multi,42,3,7,527,1.0,1,2,2,True,1843,263,1,0,accredited
mnist,multi,42,3,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,3,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,4,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,4,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,4,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,4,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,4,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,4,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,4,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,4,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,4,8,485,0.985567033290863,1,2,2,True,1698,243,1,0,accredited
mnist,multi,42,4,9,495,0.9939393997192384,1,2,2,True,1733,247,1,0,accredited
mnist,multi,42,5,0,492,1.0,1,2,2,True,1723,246,1,0,accredited
mnist,multi,42,5,1,574,0.99825781583786,1,2,2,True,2010,287,1,0,accredited
mnist,multi,42,5,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,5,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,5,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,5,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,5,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,5,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,5,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,5,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,6,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,6,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,6,2,496,0.9979838728904724,1,2,2,True,1735,248,1,0,accredited
mnist,multi,42,6,3,513,0.9941520690917968,1,2,2,True,1796,256,1,0,accredited
mnist,multi,42,6,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,6,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,6,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,6,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,6,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,6,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,7,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,7,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,7,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,7,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,7,4,484,0.997933864593506,1,2,2,True,1695,242,1,0,accredited
mnist,multi,42,7,5,442,0.9886877536773682,1,2,2,True,1547,221,1,0,accredited
mnist,multi,42,7,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,7,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,7,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,7,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,8,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,8,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,8,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,8,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,8,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,8,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,8,6,492,1.0,1,2,2,True,1721,246,1,0,accredited
mnist,multi,42,8,7,526,1.0,1,2,2,True,1843,263,1,0,accredited
mnist,multi,42,8,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,8,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,9,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,9,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,9,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,9,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,9,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,9,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,9,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,9,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,42,9,8,485,0.9979381561279296,1,2,2,True,1698,242,1,0,accredited
mnist,multi,42,9,9,495,0.991919219493866,1,2,2,True,1732,247,1,0,accredited
mnist,multi,43,0,0,492,0.9979674816131592,1,2,2,True,1724,246,1,0,accredited
mnist,multi,43,0,1,574,0.99825781583786,1,2,2,True,2010,287,1,0,accredited
mnist,multi,43,0,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,0,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,0,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,0,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,0,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,0,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,0,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,0,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,1,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,1,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,1,2,496,0.9858871102333068,1,2,2,True,1735,248,1,0,accredited
mnist,multi,43,1,3,513,0.9941520690917968,1,2,2,True,1796,257,1,0,accredited
mnist,multi,43,1,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,1,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,1,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,1,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,1,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,1,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,2,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,2,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,2,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,2,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,2,4,484,1.0,1,2,2,True,1695,242,1,0,accredited
mnist,multi,43,2,5,442,0.993212640285492,1,2,2,True,1548,221,1,0,accredited
mnist,multi,43,2,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,2,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,2,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,2,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,3,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,3,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,3,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,3,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,3,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,3,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,3,6,492,0.9959349632263184,1,2,2,True,1721,246,1,0,accredited
mnist,multi,43,3,7,527,1.0,1,2,2,True,1843,263,1,0,accredited
mnist,multi,43,3,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,3,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,4,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,4,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,4,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,4,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,4,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,4,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,4,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,4,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,4,8,485,0.9979381561279296,1,2,2,True,1698,243,1,0,accredited
mnist,multi,43,4,9,495,0.991919219493866,1,2,2,True,1733,247,1,0,accredited
mnist,multi,43,5,0,492,1.0,1,2,2,True,1723,246,1,0,accredited
mnist,multi,43,5,1,574,1.0,1,2,2,True,2010,287,1,0,accredited
mnist,multi,43,5,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,5,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,5,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,5,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,5,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,5,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,5,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,5,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,6,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,6,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,6,2,496,0.9979838728904724,1,2,2,True,1735,248,1,0,accredited
mnist,multi,43,6,3,513,1.0,1,2,2,True,1796,256,1,0,accredited
mnist,multi,43,6,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,6,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,6,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,6,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,6,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,6,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,7,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,7,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,7,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,7,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,7,4,484,1.0,1,2,2,True,1695,242,1,0,accredited
mnist,multi,43,7,5,442,0.9954751133918762,1,2,2,True,1547,221,1,0,accredited
mnist,multi,43,7,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,7,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,7,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,7,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,8,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,8,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,8,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,8,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,8,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,8,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,8,6,492,1.0,1,2,2,True,1721,246,1,0,accredited
mnist,multi,43,8,7,526,1.0,1,2,2,True,1843,263,1,0,accredited
mnist,multi,43,8,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,8,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,9,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,9,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,9,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,9,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,9,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,9,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,9,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,9,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,43,9,8,485,0.9876288771629332,1,2,2,True,1698,242,1,0,accredited
mnist,multi,43,9,9,495,0.991919219493866,1,2,2,True,1732,247,1,0,accredited
mnist,multi,44,0,0,492,0.9939024448394777,1,2,2,True,1724,246,1,0,accredited
mnist,multi,44,0,1,574,1.0,1,2,2,True,2010,287,1,0,accredited
mnist,multi,44,0,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,0,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,0,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,0,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,0,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,0,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,0,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,0,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,1,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,1,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,1,2,496,0.9959677457809448,1,2,2,True,1735,248,1,0,accredited
mnist,multi,44,1,3,513,0.9941520690917968,1,2,2,True,1796,257,1,0,accredited
mnist,multi,44,1,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,1,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,1,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,1,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,1,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,1,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,2,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,2,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,2,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,2,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,2,4,484,1.0,1,2,2,True,1695,242,1,0,accredited
mnist,multi,44,2,5,442,1.0,1,2,2,True,1548,221,1,0,accredited
mnist,multi,44,2,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,2,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,2,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,2,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,3,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,3,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,3,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,3,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,3,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,3,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,3,6,492,1.0,1,2,2,True,1721,246,1,0,accredited
mnist,multi,44,3,7,527,1.0,1,2,2,True,1843,263,1,0,accredited
mnist,multi,44,3,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,3,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,4,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,4,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,4,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,4,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,4,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,4,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,4,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,4,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,4,8,485,0.991752564907074,1,2,2,True,1698,243,1,0,accredited
mnist,multi,44,4,9,495,0.9898989796638488,1,2,2,True,1733,247,1,0,accredited
mnist,multi,44,5,0,492,1.0,1,2,2,True,1723,246,1,0,accredited
mnist,multi,44,5,1,574,1.0,1,2,2,True,2010,287,1,0,accredited
mnist,multi,44,5,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,5,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,5,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,5,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,5,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,5,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,5,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,5,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,6,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,6,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,6,2,496,0.9838709831237792,1,2,2,True,1735,248,1,0,accredited
mnist,multi,44,6,3,513,1.0,1,2,2,True,1796,256,1,0,accredited
mnist,multi,44,6,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,6,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,6,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,6,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,6,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,6,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,7,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,7,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,7,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,7,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,7,4,484,1.0,1,2,2,True,1695,242,1,0,accredited
mnist,multi,44,7,5,442,0.9977375268936156,1,2,2,True,1547,221,1,0,accredited
mnist,multi,44,7,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,7,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,7,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,7,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,8,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,8,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,8,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,8,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,8,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,8,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,8,6,492,0.9959349632263184,1,2,2,True,1721,246,1,0,accredited
mnist,multi,44,8,7,526,1.0,1,2,2,True,1843,263,1,0,accredited
mnist,multi,44,8,8,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,8,9,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,9,0,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,9,1,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,9,2,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,9,3,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,9,4,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,9,5,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,9,6,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,9,7,0,0.0,0,2,2,False,0,0,0,0,absent_in_train
mnist,multi,44,9,8,485,0.9979381561279296,1,2,2,True,1698,242,1,0,accredited
mnist,multi,44,9,9,495,0.9979798197746276,1,2,2,True,1732,247,1,0,accredited
mnist,single,42,0,0,985,1.0,1,1,1,True,3446,492,1,0,accredited
mnist,single,42,0,1,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,0,2,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,0,3,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,0,4,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,0,5,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,0,6,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,0,7,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,0,8,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,0,9,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,1,0,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,1,1,1148,1.0,1,1,1,True,4020,574,1,0,accredited
mnist,single,42,1,2,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,1,3,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,1,4,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,1,5,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,1,6,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,1,7,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,1,8,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,1,9,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,2,0,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,2,1,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,2,2,991,1.0,1,1,1,True,3471,496,1,0,accredited
mnist,single,42,2,3,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,2,4,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,2,5,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,2,6,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,2,7,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,2,8,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,2,9,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,3,0,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,3,1,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,3,2,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,3,3,1026,1.0,1,1,1,True,3592,513,1,0,accredited
mnist,single,42,3,4,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,3,5,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
mnist,single,42,3,6,0,0.0,0,1,1,False,0,0,0,0,absent_in_train
