dataset,regime,seed,left,right,run_id_left,run_id_right,input_file_left,input_file_right,student_test_accuracy_left,student_test_accuracy_right,delta_student_test_accuracy,student_test_nll_left,student_test_nll_right,delta_student_test_nll,target_accuracy_left,target_accuracy_right,delta_target_accuracy,target_nll_left,target_nll_right,delta_target_nll,target_entropy_left,target_entropy_right,delta_target_entropy,fallback_count_left,fallback_count_right,delta_fallback_count,fallback_rate_left,fallback_rate_right,delta_fallback_rate,mean_selected_teachers_left,mean_selected_teachers_right,delta_mean_selected_teachers,effective_teachers_left,effective_teachers_right,delta_effective_teachers
fmnist,alpha1p0,43,expert_prob_sr,expert_prob,3d73044bea5d30f8,b98312a1293a366c,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.8866,0.8868,-0.00019999999999997797,0.9341209600448608,0.3831658036231994,0.5509551564216614,0.9845,0.9532,0.031299999999999994,0.7817951644790059,1.0204859116563016,-0.23869074717729577,1.7192837371055167,1.9165883487258173,-0.19730461162030055,0.0,0.0,0.0,0.0,0.0,0.0,7.1,7.1,0.0,7.1,7.1,0.0
fmnist,alpha1p0,44,expert_prob_sr,expert_prob,e78d61971b9e4e5e,81815007cc97fb81,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.8839,0.8882,-0.0042999999999999705,1.0112562257766724,0.3645029945135116,0.6467532312631608,0.9772,0.9441,0.03309999999999991,0.7721789463793514,0.9947318411612378,-0.22255289478188645,1.672868455668684,1.8764394490048013,-0.2035709933361174,0.0,0.0,0.0,0.0,0.0,0.0,7.4,7.4,0.0,7.4,7.4,0.0
fmnist,iid,42,expert_prob_sr,expert_prob,6fa09ca35c17f60d,a893354e6047afe2,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.8722,0.8889,-0.016700000000000048,1.7194272636413577,0.3470938858985901,1.3723333777427675,0.9285,0.9058,0.022699999999999942,0.8795327066441945,1.0085101611818006,-0.12897745453760612,1.7229934486891012,1.8598360223689687,-0.13684257367986752,1000.0,1000.0,0.0,0.1,0.1,0.0,8.4,8.4,0.0,9.4,9.4,0.0
fmnist,iid,43,expert_prob_sr,expert_prob,58ba9d6b1437c74f,9f917542ec1bb40f,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.8788,0.8885,-0.009699999999999931,1.2964426853179931,0.3633231450796127,0.9331195402383804,0.9492,0.9099,0.0393,0.7651006371930006,0.9423095926755356,-0.177208955482535,1.606860962724342,1.7826279778695735,-0.17576701514523152,1000.0,1000.0,0.0,0.1,0.1,0.0,7.6,7.6,0.0,8.599999999999998,8.599999999999998,0.0
fmnist,iid,44,expert_prob_sr,expert_prob,ddac7c41f6623345,fdee26de7f721f8c,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.8753,0.8868,-0.011500000000000066,1.263984032058716,0.330677905523777,0.9333061265349389,0.9356,0.9021,0.033499999999999974,0.8775377593690248,1.0351135974297914,-0.15757583806076658,1.722732725208716,1.881078573229309,-0.15834584802059304,1000.0,1000.0,0.0,0.1,0.1,0.0,8.0,8.0,0.0,9.0,9.0,0.0
fmnist,multi,42,expert_prob_sr,expert_prob,b5e386de593a3387,1ae17f261134557f,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.9024,0.9018,0.0005999999999999339,2.721476068878174,1.6995739265441894,1.0219021423339845,0.9934,0.9934,0.0,0.0893616899079971,0.1276510817896113,-0.03828939188161419,0.2137242003845722,0.3802350407623575,-0.16651084037778527,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
fmnist,multi,43,expert_prob_sr,expert_prob,bcc8c81d85f2294b,938891f0341da58b,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.896,0.8963,-0.00029999999999996696,2.8118395656585693,1.7926450607299804,1.0191945049285889,0.9952,0.9952,0.0,0.0856754526271397,0.1348430670673133,-0.049167614440173604,0.2041743786435037,0.3903763836934794,-0.18620200504997567,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
fmnist,multi,44,expert_prob_sr,expert_prob,54850265efe0762c,393db1feef47cf9d,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.9009,0.9028,-0.0019000000000000128,2.296750054359436,1.6088323692321778,0.6879176851272581,0.9943,0.9939,0.00039999999999995595,0.0968987996959109,0.1518579201260208,-0.054959120430109906,0.2156792533349912,0.4291062887388214,-0.2134270354038302,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0
fmnist,single,42,expert_prob_sr,expert_prob,08eabbd992538a57,d167fc214edc5c68,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.905,0.9042,0.0008000000000000229,2.8967273208618165,2.942580070018768,-0.04585274915695159,1.0,1.0,0.0,-0.0,3.920342750904092e-06,-3.920342750904092e-06,-0.0,5.1002922931681286e-05,-5.1002922931681286e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
fmnist,single,43,expert_prob_sr,expert_prob,0d2bda7ebfd8f566,e73aba17d579b084,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.9045,0.899,0.005499999999999949,2.831175816345215,3.1933379768371584,-0.3621621604919434,1.0,1.0,0.0,-0.0,2.784811898827674e-06,-2.784811898827674e-06,-0.0,3.786881728638407e-05,-3.786881728638407e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
