dataset,regime,seed,proxy_size,proxy_sha256,proxy_labels_sha256,proxy_master_sha256,fallback_count,mean_selected_teachers
fmnist,iid,42,1000,fc8a71af6f2ed58bd795e7dc12cf28fe4c8cfb1f5346c79ea705ddddba9a53b2,74fd974acb25f26fda772e261c85a5bef193f7dd74d208ba2e9254c4f011f955,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,100,8.4
fmnist,iid,42,5000,500c6bc0995bdb5a20f2a17e90a335e927abfcbb0e277a6381a798d8ead65ce6,293aab03f58ebe4d926f1f42a62e945b81eed2292a6c49b443f110bf86518763,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,500,8.4
fmnist,iid,42,10000,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,1f50734fff13fb3a38b67f2458855d5abf7c3f2c44e5854886e8419c50ebe421,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,1000,8.4
fmnist,iid,43,100,01e12ff4ff7a80b22144d70fd101d834eb7fe73413bd824f31713562c4045e6b,00c81012545b5e2d786bca8d9c1c76476e118c840f1f07cb737670e6adf54e07,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,10,7.6
fmnist,iid,43,500,f767131271482c3ad35b3a6b561ada3ec78acf08e4797dc3a4f6f0d703ca239f,28844aeefd7dad5af37cee75436a93911ba58331f71987c1197e18671090606e,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,50,7.6
fmnist,iid,43,1000,194a4bcd1199b4cc96ce3b9a932e60866d8bdab5befb3369f2c17de3254645f4,7f9058cea4fb2e81079d057a4bb18627294e7b4265597c7c8dbf5aa66f53bf03,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,100,7.6
fmnist,iid,43,5000,9e0c8f1a440b6da1a6b1c34ad31bf8549bf5118a292c53feeb6418a4a087da1e,59f54559154871f62a83ff9687f965bd437e3c70a8ed5257319f6dcf7a03566a,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,500,7.6
fmnist,iid,43,10000,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,eecbcffdb3e52099e26ebd2485d479a2553a52a6901356aed1ef3b69e9218818,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,1000,7.6
fmnist,iid,44,100,be2caf4b551c97a47317b0774a3b7cea7c14c43d23138e6257f4ad09354b8c06,5f4da82785a7d5aed9f45b9c4f66fe3f1eeab9f522ecc388b125941da701ae3a,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,10,8.0
fmnist,iid,44,500,04416a75571bb61277f1c142922c64c206c2860101b368ea191477cc47288f65,1cd3502aa323fc76b0abf66d42d11f439021af49b528fb7ea1c9a5cfa32a5b2c,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,50,8.0
fmnist,iid,44,1000,f3ddd577d20ee8ae6297b51b134e88a2ff8e518f0471f9dace0725207afd1aab,574d18dcc8973b98e83ac2b0fabec77b6e70639a875b5f59947d14987d695e5c,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,100,8.0
fmnist,iid,44,5000,c0b9a4ff5f1bbbd1d972018fb72ce01e495a325147bf19c3ab4b60da8e770b76,edeea6b3bc826e2b39a2b3ac234ac6258e92a334ff6419a3b26021feab122db2,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,500,8.0
fmnist,iid,44,10000,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,a25cfd1d4a95d4f7a5edf37eefaaa8cfce5b3a5a5bd3b7fc84fc495052c80a57,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,1000,8.0
fmnist,alpha1p0,42,100,26924583bb0bdd0fa47adde32a483b92553f405f4ea384cfcca62779508d986c,c876040935077f721836d25bf060a8d46071da3dc3de88e8bb544b6fab91e865,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,6.3
fmnist,alpha1p0,42,500,a6176e582ab99f5551c2dc20778f46c1e03b3b7f566f9f9ff91ea235a35a29ca,230855e03aa98dd7c6dc92f7262759d46ad9731926cc8dc58e673f358af99d31,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,6.3
fmnist,alpha1p0,42,1000,fc8a71af6f2ed58bd795e7dc12cf28fe4c8cfb1f5346c79ea705ddddba9a53b2,74fd974acb25f26fda772e261c85a5bef193f7dd74d208ba2e9254c4f011f955,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,6.3
fmnist,alpha1p0,42,5000,500c6bc0995bdb5a20f2a17e90a335e927abfcbb0e277a6381a798d8ead65ce6,293aab03f58ebe4d926f1f42a62e945b81eed2292a6c49b443f110bf86518763,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,6.3
fmnist,alpha1p0,42,10000,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,1f50734fff13fb3a38b67f2458855d5abf7c3f2c44e5854886e8419c50ebe421,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,6.3
fmnist,alpha1p0,43,100,01e12ff4ff7a80b22144d70fd101d834eb7fe73413bd824f31713562c4045e6b,00c81012545b5e2d786bca8d9c1c76476e118c840f1f07cb737670e6adf54e07,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,7.1
fmnist,alpha1p0,43,500,f767131271482c3ad35b3a6b561ada3ec78acf08e4797dc3a4f6f0d703ca239f,28844aeefd7dad5af37cee75436a93911ba58331f71987c1197e18671090606e,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,7.1
fmnist,alpha1p0,43,1000,194a4bcd1199b4cc96ce3b9a932e60866d8bdab5befb3369f2c17de3254645f4,7f9058cea4fb2e81079d057a4bb18627294e7b4265597c7c8dbf5aa66f53bf03,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,7.1
fmnist,alpha1p0,43,5000,9e0c8f1a440b6da1a6b1c34ad31bf8549bf5118a292c53feeb6418a4a087da1e,59f54559154871f62a83ff9687f965bd437e3c70a8ed5257319f6dcf7a03566a,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,7.1
fmnist,alpha1p0,43,10000,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,eecbcffdb3e52099e26ebd2485d479a2553a52a6901356aed1ef3b69e9218818,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,7.1
fmnist,alpha1p0,44,100,be2caf4b551c97a47317b0774a3b7cea7c14c43d23138e6257f4ad09354b8c06,5f4da82785a7d5aed9f45b9c4f66fe3f1eeab9f522ecc388b125941da701ae3a,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,7.4
fmnist,alpha1p0,44,500,04416a75571bb61277f1c142922c64c206c2860101b368ea191477cc47288f65,1cd3502aa323fc76b0abf66d42d11f439021af49b528fb7ea1c9a5cfa32a5b2c,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,7.4
fmnist,alpha1p0,44,1000,f3ddd577d20ee8ae6297b51b134e88a2ff8e518f0471f9dace0725207afd1aab,574d18dcc8973b98e83ac2b0fabec77b6e70639a875b5f59947d14987d695e5c,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,7.4
fmnist,alpha1p0,44,5000,c0b9a4ff5f1bbbd1d972018fb72ce01e495a325147bf19c3ab4b60da8e770b76,edeea6b3bc826e2b39a2b3ac234ac6258e92a334ff6419a3b26021feab122db2,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,7.4
fmnist,alpha1p0,44,10000,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,a25cfd1d4a95d4f7a5edf37eefaaa8cfce5b3a5a5bd3b7fc84fc495052c80a57,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,7.4
fmnist,alpha0p5,42,100,26924583bb0bdd0fa47adde32a483b92553f405f4ea384cfcca62779508d986c,c876040935077f721836d25bf060a8d46071da3dc3de88e8bb544b6fab91e865,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,6.0
fmnist,alpha0p5,42,500,a6176e582ab99f5551c2dc20778f46c1e03b3b7f566f9f9ff91ea235a35a29ca,230855e03aa98dd7c6dc92f7262759d46ad9731926cc8dc58e673f358af99d31,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,6.0
fmnist,alpha0p5,42,1000,fc8a71af6f2ed58bd795e7dc12cf28fe4c8cfb1f5346c79ea705ddddba9a53b2,74fd974acb25f26fda772e261c85a5bef193f7dd74d208ba2e9254c4f011f955,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,6.0
fmnist,alpha0p5,42,5000,500c6bc0995bdb5a20f2a17e90a335e927abfcbb0e277a6381a798d8ead65ce6,293aab03f58ebe4d926f1f42a62e945b81eed2292a6c49b443f110bf86518763,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,6.0
fmnist,alpha0p5,42,10000,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,1f50734fff13fb3a38b67f2458855d5abf7c3f2c44e5854886e8419c50ebe421,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,6.0
fmnist,alpha0p5,43,100,01e12ff4ff7a80b22144d70fd101d834eb7fe73413bd824f31713562c4045e6b,00c81012545b5e2d786bca8d9c1c76476e118c840f1f07cb737670e6adf54e07,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,5.7
fmnist,alpha0p5,43,500,f767131271482c3ad35b3a6b561ada3ec78acf08e4797dc3a4f6f0d703ca239f,28844aeefd7dad5af37cee75436a93911ba58331f71987c1197e18671090606e,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,5.7
fmnist,alpha0p5,43,1000,194a4bcd1199b4cc96ce3b9a932e60866d8bdab5befb3369f2c17de3254645f4,7f9058cea4fb2e81079d057a4bb18627294e7b4265597c7c8dbf5aa66f53bf03,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,5.7
fmnist,alpha0p5,43,5000,9e0c8f1a440b6da1a6b1c34ad31bf8549bf5118a292c53feeb6418a4a087da1e,59f54559154871f62a83ff9687f965bd437e3c70a8ed5257319f6dcf7a03566a,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,5.7
fmnist,alpha0p5,43,10000,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,eecbcffdb3e52099e26ebd2485d479a2553a52a6901356aed1ef3b69e9218818,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,5.7
fmnist,alpha0p5,44,100,be2caf4b551c97a47317b0774a3b7cea7c14c43d23138e6257f4ad09354b8c06,5f4da82785a7d5aed9f45b9c4f66fe3f1eeab9f522ecc388b125941da701ae3a,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,6.6
fmnist,alpha0p5,44,500,04416a75571bb61277f1c142922c64c206c2860101b368ea191477cc47288f65,1cd3502aa323fc76b0abf66d42d11f439021af49b528fb7ea1c9a5cfa32a5b2c,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,6.6
fmnist,alpha0p5,44,1000,f3ddd577d20ee8ae6297b51b134e88a2ff8e518f0471f9dace0725207afd1aab,574d18dcc8973b98e83ac2b0fabec77b6e70639a875b5f59947d14987d695e5c,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,6.6
fmnist,alpha0p5,44,5000,c0b9a4ff5f1bbbd1d972018fb72ce01e495a325147bf19c3ab4b60da8e770b76,edeea6b3bc826e2b39a2b3ac234ac6258e92a334ff6419a3b26021feab122db2,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,6.6
fmnist,alpha0p5,44,10000,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,a25cfd1d4a95d4f7a5edf37eefaaa8cfce5b3a5a5bd3b7fc84fc495052c80a57,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,6.6
fmnist,alpha0p1,42,100,26924583bb0bdd0fa47adde32a483b92553f405f4ea384cfcca62779508d986c,c876040935077f721836d25bf060a8d46071da3dc3de88e8bb544b6fab91e865,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,3.5
fmnist,alpha0p1,42,500,a6176e582ab99f5551c2dc20778f46c1e03b3b7f566f9f9ff91ea235a35a29ca,230855e03aa98dd7c6dc92f7262759d46ad9731926cc8dc58e673f358af99d31,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,3.5
fmnist,alpha0p1,42,1000,fc8a71af6f2ed58bd795e7dc12cf28fe4c8cfb1f5346c79ea705ddddba9a53b2,74fd974acb25f26fda772e261c85a5bef193f7dd74d208ba2e9254c4f011f955,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,3.5
fmnist,alpha0p1,42,5000,500c6bc0995bdb5a20f2a17e90a335e927abfcbb0e277a6381a798d8ead65ce6,293aab03f58ebe4d926f1f42a62e945b81eed2292a6c49b443f110bf86518763,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,3.5
fmnist,alpha0p1,42,10000,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,1f50734fff13fb3a38b67f2458855d5abf7c3f2c44e5854886e8419c50ebe421,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,3.5
fmnist,alpha0p1,43,100,01e12ff4ff7a80b22144d70fd101d834eb7fe73413bd824f31713562c4045e6b,00c81012545b5e2d786bca8d9c1c76476e118c840f1f07cb737670e6adf54e07,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,3.8
fmnist,alpha0p1,43,500,f767131271482c3ad35b3a6b561ada3ec78acf08e4797dc3a4f6f0d703ca239f,28844aeefd7dad5af37cee75436a93911ba58331f71987c1197e18671090606e,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,3.8
fmnist,alpha0p1,43,1000,194a4bcd1199b4cc96ce3b9a932e60866d8bdab5befb3369f2c17de3254645f4,7f9058cea4fb2e81079d057a4bb18627294e7b4265597c7c8dbf5aa66f53bf03,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,3.8
fmnist,alpha0p1,43,5000,9e0c8f1a440b6da1a6b1c34ad31bf8549bf5118a292c53feeb6418a4a087da1e,59f54559154871f62a83ff9687f965bd437e3c70a8ed5257319f6dcf7a03566a,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,3.8
fmnist,alpha0p1,43,10000,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,eecbcffdb3e52099e26ebd2485d479a2553a52a6901356aed1ef3b69e9218818,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,3.8
fmnist,alpha0p1,44,100,be2caf4b551c97a47317b0774a3b7cea7c14c43d23138e6257f4ad09354b8c06,5f4da82785a7d5aed9f45b9c4f66fe3f1eeab9f522ecc388b125941da701ae3a,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,4.2
fmnist,alpha0p1,44,500,04416a75571bb61277f1c142922c64c206c2860101b368ea191477cc47288f65,1cd3502aa323fc76b0abf66d42d11f439021af49b528fb7ea1c9a5cfa32a5b2c,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,4.2
fmnist,alpha0p1,44,1000,f3ddd577d20ee8ae6297b51b134e88a2ff8e518f0471f9dace0725207afd1aab,574d18dcc8973b98e83ac2b0fabec77b6e70639a875b5f59947d14987d695e5c,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,4.2
fmnist,alpha0p1,44,5000,c0b9a4ff5f1bbbd1d972018fb72ce01e495a325147bf19c3ab4b60da8e770b76,edeea6b3bc826e2b39a2b3ac234ac6258e92a334ff6419a3b26021feab122db2,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,4.2
fmnist,alpha0p1,44,10000,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,a25cfd1d4a95d4f7a5edf37eefaaa8cfce5b3a5a5bd3b7fc84fc495052c80a57,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,4.2
fmnist,multi,42,100,26924583bb0bdd0fa47adde32a483b92553f405f4ea384cfcca62779508d986c,c876040935077f721836d25bf060a8d46071da3dc3de88e8bb544b6fab91e865,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,2.0
fmnist,multi,42,500,a6176e582ab99f5551c2dc20778f46c1e03b3b7f566f9f9ff91ea235a35a29ca,230855e03aa98dd7c6dc92f7262759d46ad9731926cc8dc58e673f358af99d31,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,2.0
fmnist,multi,42,1000,fc8a71af6f2ed58bd795e7dc12cf28fe4c8cfb1f5346c79ea705ddddba9a53b2,74fd974acb25f26fda772e261c85a5bef193f7dd74d208ba2e9254c4f011f955,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,2.0
fmnist,multi,42,5000,500c6bc0995bdb5a20f2a17e90a335e927abfcbb0e277a6381a798d8ead65ce6,293aab03f58ebe4d926f1f42a62e945b81eed2292a6c49b443f110bf86518763,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,2.0
fmnist,multi,42,10000,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,1f50734fff13fb3a38b67f2458855d5abf7c3f2c44e5854886e8419c50ebe421,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,2.0
fmnist,multi,43,100,01e12ff4ff7a80b22144d70fd101d834eb7fe73413bd824f31713562c4045e6b,00c81012545b5e2d786bca8d9c1c76476e118c840f1f07cb737670e6adf54e07,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,2.0
fmnist,multi,43,500,f767131271482c3ad35b3a6b561ada3ec78acf08e4797dc3a4f6f0d703ca239f,28844aeefd7dad5af37cee75436a93911ba58331f71987c1197e18671090606e,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,2.0
fmnist,multi,43,1000,194a4bcd1199b4cc96ce3b9a932e60866d8bdab5befb3369f2c17de3254645f4,7f9058cea4fb2e81079d057a4bb18627294e7b4265597c7c8dbf5aa66f53bf03,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,2.0
fmnist,multi,43,5000,9e0c8f1a440b6da1a6b1c34ad31bf8549bf5118a292c53feeb6418a4a087da1e,59f54559154871f62a83ff9687f965bd437e3c70a8ed5257319f6dcf7a03566a,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,2.0
fmnist,multi,43,10000,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,eecbcffdb3e52099e26ebd2485d479a2553a52a6901356aed1ef3b69e9218818,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,2.0
fmnist,multi,44,100,be2caf4b551c97a47317b0774a3b7cea7c14c43d23138e6257f4ad09354b8c06,5f4da82785a7d5aed9f45b9c4f66fe3f1eeab9f522ecc388b125941da701ae3a,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,2.0
fmnist,multi,44,500,04416a75571bb61277f1c142922c64c206c2860101b368ea191477cc47288f65,1cd3502aa323fc76b0abf66d42d11f439021af49b528fb7ea1c9a5cfa32a5b2c,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,2.0
fmnist,multi,44,1000,f3ddd577d20ee8ae6297b51b134e88a2ff8e518f0471f9dace0725207afd1aab,574d18dcc8973b98e83ac2b0fabec77b6e70639a875b5f59947d14987d695e5c,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,2.0
fmnist,multi,44,5000,c0b9a4ff5f1bbbd1d972018fb72ce01e495a325147bf19c3ab4b60da8e770b76,edeea6b3bc826e2b39a2b3ac234ac6258e92a334ff6419a3b26021feab122db2,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,2.0
fmnist,multi,44,10000,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,a25cfd1d4a95d4f7a5edf37eefaaa8cfce5b3a5a5bd3b7fc84fc495052c80a57,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,2.0
fmnist,single,42,100,26924583bb0bdd0fa47adde32a483b92553f405f4ea384cfcca62779508d986c,c876040935077f721836d25bf060a8d46071da3dc3de88e8bb544b6fab91e865,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,1.0
fmnist,single,42,500,a6176e582ab99f5551c2dc20778f46c1e03b3b7f566f9f9ff91ea235a35a29ca,230855e03aa98dd7c6dc92f7262759d46ad9731926cc8dc58e673f358af99d31,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,1.0
fmnist,single,42,1000,fc8a71af6f2ed58bd795e7dc12cf28fe4c8cfb1f5346c79ea705ddddba9a53b2,74fd974acb25f26fda772e261c85a5bef193f7dd74d208ba2e9254c4f011f955,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,1.0
fmnist,single,42,5000,500c6bc0995bdb5a20f2a17e90a335e927abfcbb0e277a6381a798d8ead65ce6,293aab03f58ebe4d926f1f42a62e945b81eed2292a6c49b443f110bf86518763,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,1.0
fmnist,single,42,10000,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,1f50734fff13fb3a38b67f2458855d5abf7c3f2c44e5854886e8419c50ebe421,aa87fb2b4d24946ad5c94ef0f1a84aade8c60c333a8e794e81c010e4a202506a,0,1.0
fmnist,single,43,100,01e12ff4ff7a80b22144d70fd101d834eb7fe73413bd824f31713562c4045e6b,00c81012545b5e2d786bca8d9c1c76476e118c840f1f07cb737670e6adf54e07,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,1.0
fmnist,single,43,500,f767131271482c3ad35b3a6b561ada3ec78acf08e4797dc3a4f6f0d703ca239f,28844aeefd7dad5af37cee75436a93911ba58331f71987c1197e18671090606e,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,1.0
fmnist,single,43,1000,194a4bcd1199b4cc96ce3b9a932e60866d8bdab5befb3369f2c17de3254645f4,7f9058cea4fb2e81079d057a4bb18627294e7b4265597c7c8dbf5aa66f53bf03,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,1.0
fmnist,single,43,5000,9e0c8f1a440b6da1a6b1c34ad31bf8549bf5118a292c53feeb6418a4a087da1e,59f54559154871f62a83ff9687f965bd437e3c70a8ed5257319f6dcf7a03566a,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,1.0
fmnist,single,43,10000,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,eecbcffdb3e52099e26ebd2485d479a2553a52a6901356aed1ef3b69e9218818,8c10e8dabb252578e55d8ceadb12f9b772d83f07a663edb06566b4924cf6d961,0,1.0
fmnist,single,44,100,be2caf4b551c97a47317b0774a3b7cea7c14c43d23138e6257f4ad09354b8c06,5f4da82785a7d5aed9f45b9c4f66fe3f1eeab9f522ecc388b125941da701ae3a,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,1.0
fmnist,single,44,500,04416a75571bb61277f1c142922c64c206c2860101b368ea191477cc47288f65,1cd3502aa323fc76b0abf66d42d11f439021af49b528fb7ea1c9a5cfa32a5b2c,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,1.0
fmnist,single,44,1000,f3ddd577d20ee8ae6297b51b134e88a2ff8e518f0471f9dace0725207afd1aab,574d18dcc8973b98e83ac2b0fabec77b6e70639a875b5f59947d14987d695e5c,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,1.0
fmnist,single,44,5000,c0b9a4ff5f1bbbd1d972018fb72ce01e495a325147bf19c3ab4b60da8e770b76,edeea6b3bc826e2b39a2b3ac234ac6258e92a334ff6419a3b26021feab122db2,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,1.0
fmnist,single,44,10000,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,a25cfd1d4a95d4f7a5edf37eefaaa8cfce5b3a5a5bd3b7fc84fc495052c80a57,56169d4fdedbe0732b5f4cc31ed6d66f01e7e1069f3e908130357af6f5652296,0,1.0
cifar,iid,42,100,85a26f7dcea1550411a19050a529862f2def50737608f3fbf6854cdf74235b17,392654b3c3340eaf73f153ae57d9b013005a9220630fb5b5b46d9f668e1c87cb,66af2fbb33f1e089245500600db030610ac3b47e91dba7cbb7dbf193a5c1ef13,10,5.5
cifar,iid,42,500,70b5d68e7fa37cc3c33ddcdec899d76c6961748ca62f6d670077d18fd7c62134,11e1284125a2d7687f97a6593bb0cc2fdff216c753de813d589c56de8d530fe6,66af2fbb33f1e089245500600db030610ac3b47e91dba7cbb7dbf193a5c1ef13,50,5.5
cifar,iid,42,1000,e6ac7e2e1fe54cc5fde5a8717b59adf9ea55e08f9fb89a601d55f86bad0c1bd0,6fb277f27f4d6ad1e68d7df8f5a0bac01661150ecee2090ccfb93c2ab4f0c9a5,66af2fbb33f1e089245500600db030610ac3b47e91dba7cbb7dbf193a5c1ef13,100,5.5
cifar,iid,42,5000,75626a43293e26c6ab450a7c5e34612824ae8e09a125fdbcb9cfe00e8180bcb6,7818a0ebb4f6d71c4b8e8645fbcf991c04134196fa58a7d158710d6fca25baa0,66af2fbb33f1e089245500600db030610ac3b47e91dba7cbb7dbf193a5c1ef13,500,5.5
