dataset,regime,method,metric,mean,sd,n,seeds
fmnist,iid,expert_logit,student_test_accuracy,88.78666666666666,0.18610033136276785,3,"42,43,44"
fmnist,iid,expert_logit,student_test_nll,0.3478611209114392,0.015169831270865726,3,"42,43,44"
fmnist,alpha1p0,confidence_logit,student_test_accuracy,87.05,1.312859474582103,3,"42,43,44"
fmnist,alpha1p0,confidence_logit,student_test_nll,0.38435320603052775,0.03681113682709999,3,"42,43,44"
fmnist,alpha1p0,consensus_logit,student_test_accuracy,88.09333333333335,0.2829016319029134,3,"42,43,44"
fmnist,alpha1p0,consensus_logit,student_test_nll,0.38502363982200616,0.013078808727880592,3,"42,43,44"
fmnist,alpha1p0,energy_logit,student_test_accuracy,86.77999999999999,1.3512586724976117,3,"42,43,44"
fmnist,alpha1p0,energy_logit,student_test_nll,0.7012078764835993,0.24984591617814053,3,"42,43,44"
fmnist,alpha1p0,expert_logit,student_test_accuracy,88.72666666666666,0.18903262505010035,3,"42,43,44"
fmnist,alpha1p0,expert_logit,student_test_nll,0.38771127320130666,0.023559728031345976,3,"42,43,44"
fmnist,alpha0p5,confidence_logit,student_test_accuracy,85.35333333333334,1.060675885147454,3,"42,43,44"
fmnist,alpha0p5,confidence_logit,student_test_nll,0.42764821683565774,0.0485132476438082,3,"42,43,44"
fmnist,alpha0p5,consensus_logit,student_test_accuracy,86.76,0.8336066218546977,3,"42,43,44"
fmnist,alpha0p5,consensus_logit,student_test_nll,0.4635270648757617,0.08055641505607078,3,"42,43,44"
fmnist,alpha0p5,energy_logit,student_test_accuracy,84.90333333333334,0.781558272512888,3,"42,43,44"
fmnist,alpha0p5,energy_logit,student_test_nll,0.9495964907189208,0.26226426831271193,3,"42,43,44"
fmnist,alpha0p5,expert_logit,student_test_accuracy,88.66,1.0565509926170122,3,"42,43,44"
fmnist,alpha0p5,expert_logit,student_test_nll,0.39771112974882133,0.03220423235612186,3,"42,43,44"
fmnist,alpha0p1,confidence_logit,student_test_accuracy,56.90666666666666,14.913572118487686,3,"42,43,44"
fmnist,alpha0p1,confidence_logit,student_test_nll,1.7915437229792281,1.3107474825669603,3,"42,43,44"
fmnist,alpha0p1,consensus_logit,student_test_accuracy,77.45,4.714901907781324,3,"42,43,44"
fmnist,alpha0p1,consensus_logit,student_test_nll,2.348479828103383,1.2079128704532933,3,"42,43,44"
fmnist,alpha0p1,energy_logit,student_test_accuracy,46.496666666666655,21.918837408342014,3,"42,43,44"
fmnist,alpha0p1,energy_logit,student_test_nll,26.697849428812663,31.37091964083851,3,"42,43,44"
fmnist,alpha0p1,expert_logit,student_test_accuracy,89.68666666666665,0.2112660250332105,3,"42,43,44"
fmnist,alpha0p1,expert_logit,student_test_nll,0.5751824785629908,0.10245233361854951,3,"42,43,44"
fmnist,multi,confidence_logit,student_test_accuracy,20.623333333333335,0.649024909640096,3,"42,43,44"
fmnist,multi,confidence_logit,student_test_nll,7.165656541442871,1.2416493231618697,3,"42,43,44"
fmnist,multi,consensus_logit,student_test_accuracy,38.836666666666666,2.606613383939654,3,"42,43,44"
fmnist,multi,consensus_logit,student_test_nll,45.836181841023766,3.365499647067611,3,"42,43,44"
fmnist,multi,energy_logit,student_test_accuracy,21.31,0.18357559750685898,3,"42,43,44"
fmnist,multi,energy_logit,student_test_nll,118.1495766031901,3.0627228022243176,3,"42,43,44"
fmnist,multi,expert_logit,student_test_accuracy,89.85666666666667,0.4110150037812889,3,"42,43,44"
fmnist,multi,expert_logit,student_test_nll,1.7882555089950563,0.09964123042302016,3,"42,43,44"
fmnist,single,confidence_logit,student_test_accuracy,10.346666666666666,0.9298028464859276,3,"42,43,44"
fmnist,single,confidence_logit,student_test_nll,8.374461071777343,1.3088663530451234,3,"42,43,44"
fmnist,single,consensus_logit,student_test_accuracy,10.000000000000002,1.6996749443881478e-15,3,"42,43,44"
fmnist,single,consensus_logit,student_test_nll,222.8952381184896,21.51003285696767,3,"42,43,44"
fmnist,single,energy_logit,student_test_accuracy,6.03,1.3727344972717772,3,"42,43,44"
fmnist,single,energy_logit,student_test_nll,295.70133179524737,108.58773418194055,3,"42,43,44"
fmnist,single,expert_logit,student_test_accuracy,90.29666666666665,0.35161532010612273,3,"42,43,44"
fmnist,single,expert_logit,student_test_nll,2.937379565684001,0.25859788535892375,3,"42,43,44"
cifar,iid,confidence_logit,student_test_accuracy,75.46000000000001,,1,42
cifar,iid,confidence_logit,student_test_nll,0.7554587428569793,,1,42
cifar,iid,consensus_logit,student_test_accuracy,75.59,,1,42
cifar,iid,consensus_logit,student_test_nll,0.7656492817878723,,1,42
cifar,iid,energy_logit,student_test_accuracy,73.91,,1,42
cifar,iid,energy_logit,student_test_nll,0.9511619755744934,,1,42
cifar,iid,expert_logit,student_test_accuracy,74.57000000000001,,1,42
cifar,iid,expert_logit,student_test_nll,0.8144115260601044,,1,42
cifar,alpha1p0,confidence_logit,student_test_accuracy,74.5,,1,42
cifar,alpha1p0,confidence_logit,student_test_nll,0.7420327355861663,,1,42
cifar,alpha1p0,consensus_logit,student_test_accuracy,75.39,,1,42
cifar,alpha1p0,consensus_logit,student_test_nll,0.7647266129493714,,1,42
cifar,alpha1p0,energy_logit,student_test_accuracy,70.34,,1,42
cifar,alpha1p0,energy_logit,student_test_nll,1.3564396385192872,,1,42
cifar,alpha1p0,expert_logit,student_test_accuracy,76.3,,1,42
cifar,alpha1p0,expert_logit,student_test_nll,0.7671196801185608,,1,42
cifar,alpha0p5,confidence_logit,student_test_accuracy,63.190000000000005,,1,42
cifar,alpha0p5,confidence_logit,student_test_nll,1.024276026535034,,1,42
cifar,alpha0p5,consensus_logit,student_test_accuracy,70.39999999999999,,1,42
cifar,alpha0p5,consensus_logit,student_test_nll,0.9293877109527588,,1,42
cifar,alpha0p5,energy_logit,student_test_accuracy,68.38,,1,42
cifar,alpha0p5,energy_logit,student_test_nll,1.185039161682129,,1,42
cifar,alpha0p5,expert_logit,student_test_accuracy,73.83,,1,42
cifar,alpha0p5,expert_logit,student_test_nll,0.8278199010848999,,1,42
cifar,alpha0p1,confidence_logit,student_test_accuracy,25.03,,1,42
cifar,alpha0p1,confidence_logit,student_test_nll,2.549531973266601,,1,42
cifar,alpha0p1,consensus_logit,student_test_accuracy,57.9,,1,42
cifar,alpha0p1,consensus_logit,student_test_nll,2.7759048583984374,,1,42
cifar,alpha0p1,energy_logit,student_test_accuracy,48.03,,1,42
cifar,alpha0p1,energy_logit,student_test_nll,5.314717742919922,,1,42
cifar,alpha0p1,expert_logit,student_test_accuracy,74.92999999999999,,1,42
cifar,alpha0p1,expert_logit,student_test_nll,1.1510407949447632,,1,42
cifar,multi,confidence_logit,student_test_accuracy,48.79,,1,42
cifar,multi,confidence_logit,student_test_nll,1.6794422706604004,,1,42
cifar,multi,consensus_logit,student_test_accuracy,52.839999999999996,,1,42
cifar,multi,consensus_logit,student_test_nll,4.9607241981506345,,1,42
cifar,multi,energy_logit,student_test_accuracy,48.11,,1,42
cifar,multi,energy_logit,student_test_nll,5.689942148590088,,1,42
cifar,multi,expert_logit,student_test_accuracy,74.96000000000001,,1,42
cifar,multi,expert_logit,student_test_nll,1.569563491439819,,1,42
mnist,iid,presence_prob,student_test_accuracy,98.42333333333335,0.1222020185321544,3,"42,43,44"
mnist,iid,presence_prob,student_test_nll,0.05005745828202923,0.005168321717473448,3,"42,43,44"
mnist,alpha1p0,presence_prob,student_test_accuracy,98.1,0.1300000000000049,3,"42,43,44"
mnist,alpha1p0,presence_prob,student_test_nll,0.05846241239021369,0.003258006762549618,3,"42,43,44"
mnist,alpha0p5,presence_prob,student_test_accuracy,97.63000000000001,0.18248287590894932,3,"42,43,44"
mnist,alpha0p5,presence_prob,student_test_nll,0.07333027405235916,0.007482754356810533,3,"42,43,44"
mnist,alpha0p1,presence_prob,student_test_accuracy,98.22333333333333,0.1628905563049402,3,"42,43,44"
mnist,alpha0p1,presence_prob,student_test_nll,0.0584382026320323,0.005484514540456066,3,"42,43,44"
mnist,multi,presence_prob,student_test_accuracy,98.8,0.10000000000000009,3,"42,43,44"
mnist,multi,presence_prob,student_test_nll,0.1157144559480948,0.016097158387024815,3,"42,43,44"
mnist,single,presence_prob,student_test_accuracy,98.70333333333333,0.1422439219556762,3,"42,43,44"
mnist,single,presence_prob,student_test_nll,0.30366416846538197,0.03408168217427897,3,"42,43,44"
fmnist,iid,presence_prob,student_test_accuracy,88.74000000000001,0.1969771560359235,3,"42,43,44"
fmnist,iid,presence_prob,student_test_nll,0.34665451862414676,0.015545840131767578,3,"42,43,44"
fmnist,alpha1p0,presence_prob,student_test_accuracy,87.93,0.21377558326431909,3,"42,43,44"
fmnist,alpha1p0,presence_prob,student_test_nll,0.35045968175729114,0.007442166838983818,3,"42,43,44"
fmnist,alpha0p5,presence_prob,student_test_accuracy,85.94666666666666,1.08001543198851,3,"42,43,44"
fmnist,alpha0p5,presence_prob,student_test_nll,0.3939103908220927,0.0329327794787836,3,"42,43,44"
fmnist,alpha0p1,presence_prob,student_test_accuracy,89.20666666666665,0.7910330797971323,3,"42,43,44"
fmnist,alpha0p1,presence_prob,student_test_nll,0.3891304181655248,0.02652195706305731,3,"42,43,44"
fmnist,multi,presence_prob,student_test_accuracy,90.03,0.3500000000000035,3,"42,43,44"
fmnist,multi,presence_prob,student_test_nll,1.7003504521687827,0.09190880606857448,3,"42,43,44"
fmnist,single,presence_prob,student_test_accuracy,90.29666666666665,0.35161532010612273,3,"42,43,44"
fmnist,single,presence_prob,student_test_nll,2.937379565684001,0.25859788535892375,3,"42,43,44"
cifar,iid,presence_prob,student_test_accuracy,75.36,0.7301369734508708,3,"42,43,44"
cifar,iid,presence_prob,student_test_nll,0.7335223841985067,0.032690220061742596,3,"42,43,44"
cifar,alpha1p0,presence_prob,student_test_accuracy,74.18666666666667,1.282744453635773,3,"42,43,44"
cifar,alpha1p0,presence_prob,student_test_nll,0.7429407627741496,0.028209318896238365,3,"42,43,44"
cifar,alpha0p5,presence_prob,student_test_accuracy,70.13333333333334,1.213768237075489,3,"42,43,44"
cifar,alpha0p5,presence_prob,student_test_nll,0.8504893986701965,0.01566441103015089,3,"42,43,44"
cifar,alpha0p1,presence_prob,student_test_accuracy,73.19,1.7654177975765426,3,"42,43,44"
cifar,alpha0p1,presence_prob,student_test_nll,0.8954222333272298,0.05405023750422206,3,"42,43,44"
cifar,multi,presence_prob,student_test_accuracy,75.09666666666668,1.46565116359021,3,"42,43,44"
cifar,multi,presence_prob,student_test_nll,1.5757289653778077,0.011195816525286239,3,"42,43,44"
cifar,single,presence_prob,student_test_accuracy,78.75999999999999,1.2492797925204735,3,"42,43,44"
cifar,single,presence_prob,student_test_nll,1.7122937920888266,0.14269342428258958,3,"42,43,44"
mnist,iid,supervised_proxy_ce,student_test_accuracy,98.62333333333333,0.24110855093366973,3,"42,43,44"
mnist,iid,supervised_proxy_ce,student_test_nll,0.049376982656603,0.006223197511901212,3,"42,43,44"
fmnist,iid,supervised_proxy_ce,student_test_accuracy,89.77333333333334,0.3600462933198074,3,"42,43,44"
fmnist,iid,supervised_proxy_ce,student_test_nll,0.39627337088584896,0.04618883564781812,3,"42,43,44"
cifar,iid,supervised_proxy_ce,student_test_accuracy,79.01333333333334,0.33946035605550606,3,"42,43,44"
cifar,iid,supervised_proxy_ce,student_test_nll,0.8753860672314961,0.026469024248099174,3,"42,43,44"
mnist,alpha1p0,supervised_proxy_ce,student_test_accuracy,98.62333333333333,0.24110855093366973,3,"42,43,44"
mnist,alpha1p0,supervised_proxy_ce,student_test_nll,0.049376982656603,0.006223197511901212,3,"42,43,44"
fmnist,alpha1p0,supervised_proxy_ce,student_test_accuracy,89.77333333333334,0.3600462933198074,3,"42,43,44"
fmnist,alpha1p0,supervised_proxy_ce,student_test_nll,0.39627337088584896,0.04618883564781812,3,"42,43,44"
cifar,alpha1p0,supervised_proxy_ce,student_test_accuracy,79.01333333333334,0.33946035605550606,3,"42,43,44"
cifar,alpha1p0,supervised_proxy_ce,student_test_nll,0.8753860672314961,0.026469024248099174,3,"42,43,44"
mnist,alpha0p5,supervised_proxy_ce,student_test_accuracy,98.62333333333333,0.24110855093366973,3,"42,43,44"
mnist,alpha0p5,supervised_proxy_ce,student_test_nll,0.049376982656603,0.006223197511901212,3,"42,43,44"
fmnist,alpha0p5,supervised_proxy_ce,student_test_accuracy,89.77333333333334,0.3600462933198074,3,"42,43,44"
fmnist,alpha0p5,supervised_proxy_ce,student_test_nll,0.39627337088584896,0.04618883564781812,3,"42,43,44"
cifar,alpha0p5,supervised_proxy_ce,student_test_accuracy,79.01333333333334,0.33946035605550606,3,"42,43,44"
cifar,alpha0p5,supervised_proxy_ce,student_test_nll,0.8753860672314961,0.026469024248099174,3,"42,43,44"
mnist,alpha0p1,supervised_proxy_ce,student_test_accuracy,98.62333333333333,0.24110855093366973,3,"42,43,44"
mnist,alpha0p1,supervised_proxy_ce,student_test_nll,0.049376982656603,0.006223197511901212,3,"42,43,44"
fmnist,alpha0p1,supervised_proxy_ce,student_test_accuracy,89.77333333333334,0.3600462933198074,3,"42,43,44"
fmnist,alpha0p1,supervised_proxy_ce,student_test_nll,0.39627337088584896,0.04618883564781812,3,"42,43,44"
cifar,alpha0p1,supervised_proxy_ce,student_test_accuracy,79.01333333333334,0.33946035605550606,3,"42,43,44"
cifar,alpha0p1,supervised_proxy_ce,student_test_nll,0.8753860672314961,0.026469024248099174,3,"42,43,44"
mnist,multi,supervised_proxy_ce,student_test_accuracy,98.62333333333333,0.24110855093366973,3,"42,43,44"
mnist,multi,supervised_proxy_ce,student_test_nll,0.049376982656603,0.006223197511901212,3,"42,43,44"
fmnist,multi,supervised_proxy_ce,student_test_accuracy,89.77333333333334,0.3600462933198074,3,"42,43,44"
fmnist,multi,supervised_proxy_ce,student_test_nll,0.39627337088584896,0.04618883564781812,3,"42,43,44"
cifar,multi,supervised_proxy_ce,student_test_accuracy,79.01333333333334,0.33946035605550606,3,"42,43,44"
cifar,multi,supervised_proxy_ce,student_test_nll,0.8753860672314961,0.026469024248099174,3,"42,43,44"
mnist,single,supervised_proxy_ce,student_test_accuracy,98.62333333333333,0.24110855093366973,3,"42,43,44"
mnist,single,supervised_proxy_ce,student_test_nll,0.049376982656603,0.006223197511901212,3,"42,43,44"
fmnist,single,supervised_proxy_ce,student_test_accuracy,89.77333333333334,0.3600462933198074,3,"42,43,44"
fmnist,single,supervised_proxy_ce,student_test_nll,0.39627337088584896,0.04618883564781812,3,"42,43,44"
cifar,single,supervised_proxy_ce,student_test_accuracy,79.01333333333334,0.33946035605550606,3,"42,43,44"
cifar,single,supervised_proxy_ce,student_test_nll,0.8753860672314961,0.026469024248099174,3,"42,43,44"
