run_id,dataset,regime,seed,method,valid,reason
19e244a4b9a4fb66,mnist,iid,43,consensus_logit,True,
12fe0ba01cbee9be,mnist,iid,43,energy_logit,True,
9a61f96ec8968a96,mnist,iid,43,expert_logit,True,
81b0e728d98d19c3,mnist,iid,44,feddf_prob,True,
ed9d70c5453f65bd,mnist,iid,44,expert_prob,True,
0214923722a2dd77,mnist,iid,44,expert_prob_sr,True,
2159f0970c38c9ba,mnist,iid,44,oracle_prob,True,
2cf8a9163a1164be,mnist,iid,44,feddf_logit,True,
a917fd671cc98a13,mnist,iid,44,oracle_logit,True,
7e31a3fba1ec195b,mnist,iid,44,confidence_logit,True,
241675afcbe24555,mnist,iid,44,consensus_logit,True,
4a51e2d50c1a700d,mnist,iid,44,energy_logit,True,
53d693d9e6211239,mnist,iid,44,expert_logit,True,
8dec28b0a6408e7b,mnist,multi,42,feddf_prob,True,
d2eabc31aba5005e,mnist,multi,42,expert_prob,True,
60923db11234e605,mnist,multi,42,expert_prob_sr,True,
3ae96d596ba5a68c,mnist,multi,42,oracle_prob,True,
0b3e5d3da2ed350d,mnist,multi,42,feddf_logit,True,
45cac312d61e5507,mnist,multi,42,oracle_logit,True,
54b98d88478319a3,mnist,multi,42,confidence_logit,True,
eb4c898e4c435d58,mnist,multi,42,consensus_logit,True,
566f07f192a2693b,mnist,multi,42,energy_logit,True,
6052301c72a9ceba,mnist,multi,42,expert_logit,True,
d9c55f15b6267d0e,mnist,multi,43,feddf_prob,True,
d42eca86862ebedd,mnist,multi,43,expert_prob,True,
9a17f328d8441bc1,mnist,multi,43,expert_prob_sr,True,
39d18b6121a5e257,mnist,multi,43,oracle_prob,True,
9e8473cb1ce51b76,mnist,multi,43,feddf_logit,True,
0001fce6c19b8801,mnist,multi,43,oracle_logit,True,
461fd29990055bf3,mnist,multi,43,confidence_logit,True,
922e429d23dcf563,mnist,multi,43,consensus_logit,True,
0386032652301a79,mnist,multi,43,energy_logit,True,
0866d10daa5fef93,mnist,multi,43,expert_logit,True,
63baf7db4eb05884,mnist,multi,44,feddf_prob,True,
514513f25daa1b3d,mnist,multi,44,expert_prob,True,
823c02188f2e65c3,mnist,multi,44,expert_prob_sr,True,
e0e83e43f52745a7,mnist,multi,44,oracle_prob,True,
35fd882ad9198f17,mnist,multi,44,feddf_logit,True,
123821e429cb7a59,mnist,multi,44,oracle_logit,True,
30bbc67a5ef07eaf,mnist,multi,44,confidence_logit,True,
1f372b59fb6b6060,mnist,multi,44,consensus_logit,True,
eae1771a810ae620,mnist,multi,44,energy_logit,True,
47a8fa576c828f4f,mnist,multi,44,expert_logit,True,
3724fea623593e4e,mnist,single,42,feddf_prob,True,
9cf5cccd877e965c,mnist,single,42,expert_prob,True,
89d722d990c06664,mnist,single,42,expert_prob_sr,True,
99837b4a7dd53a90,mnist,single,42,oracle_prob,True,
27e537ba1de330d8,mnist,single,42,feddf_logit,True,
7ef3dc77dd3f3b25,mnist,single,42,oracle_logit,True,
022e9d1452d5490f,mnist,single,42,confidence_logit,True,
30e91770bdbe8960,mnist,single,42,consensus_logit,True,
7abeba848341a83d,mnist,single,42,energy_logit,True,
84a4d2545c2b0ef5,mnist,single,42,expert_logit,True,
7d7a470acc65a531,mnist,single,43,feddf_prob,True,
27fb114f3b7d7acc,mnist,single,43,expert_prob,True,
7fbf2f593b5c1322,mnist,single,43,expert_prob_sr,True,
12026cbabced0705,mnist,single,43,oracle_prob,True,
dbbe406688b425cb,mnist,single,43,feddf_logit,True,
3e8f1d9a26fb6edc,mnist,single,43,oracle_logit,True,
d190fbdf18811abd,mnist,single,43,confidence_logit,True,
cc8d1516260ab268,mnist,single,43,consensus_logit,True,
db0090aea69a0d99,mnist,single,43,energy_logit,True,
dbc06768c552e4b8,mnist,single,43,expert_logit,True,
77fc3b9cf56a03d8,mnist,single,44,feddf_prob,True,
0c88e9d2da5109c1,mnist,single,44,expert_prob,True,
efd18aef92142fdd,mnist,single,44,expert_prob_sr,True,
4b7203578badf355,mnist,single,44,oracle_prob,True,
5c2e7760fffa79a1,mnist,single,44,feddf_logit,True,
7dfc4d42f04d618f,mnist,single,44,oracle_logit,True,
66d072fb610f9995,mnist,single,44,confidence_logit,True,
4da2634d624ed3da,mnist,single,44,consensus_logit,True,
c31c43ec48379384,mnist,single,44,energy_logit,True,
9fd379b145b4ffd0,mnist,single,44,expert_logit,True,
