run_id,dataset,regime,seed,method,valid,reason
5b8931eb0c3f81c0,mnist,alpha0p1,43,expert_logit,True,
088d73400827b025,mnist,alpha0p1,44,feddf_prob,True,
cc4acf0198322c91,mnist,alpha0p1,44,expert_prob,True,
e667c3e35d84b7d8,mnist,alpha0p1,44,expert_prob_sr,True,
e8871b2f0749cfe9,mnist,alpha0p1,44,oracle_prob,True,
63849b8e3a08d7b5,mnist,alpha0p1,44,feddf_logit,True,
7970529beaeb8427,mnist,alpha0p1,44,oracle_logit,True,
aa03a0a2c9457356,mnist,alpha0p1,44,confidence_logit,True,
f8b59906945a3575,mnist,alpha0p1,44,consensus_logit,True,
406fc4f5298abbdc,mnist,alpha0p1,44,energy_logit,True,
1ea6f18f70faee56,mnist,alpha0p1,44,expert_logit,True,
b4b9afcdf2ce45ad,mnist,alpha0p5,42,feddf_prob,True,
f2209cbb09508377,mnist,alpha0p5,42,expert_prob,True,
96e0ae5947cac9f4,mnist,alpha0p5,42,expert_prob_sr,True,
01f3665db7c1b177,mnist,alpha0p5,42,oracle_prob,True,
3ebe95153b060ea6,mnist,alpha0p5,42,feddf_logit,True,
ff3e68157b637807,mnist,alpha0p5,42,oracle_logit,True,
232019a88b07f3cf,mnist,alpha0p5,42,confidence_logit,True,
5ba1d39afe10e4a1,mnist,alpha0p5,42,consensus_logit,True,
a428163f7663f38c,mnist,alpha0p5,42,energy_logit,True,
f0bcde61d7afdc43,mnist,alpha0p5,42,expert_logit,True,
46e623736124825c,mnist,alpha0p5,43,feddf_prob,True,
133745d7ef97778c,mnist,alpha0p5,43,expert_prob,True,
3b70242bdc8a2540,mnist,alpha0p5,43,expert_prob_sr,True,
1dfe2d60f142f80d,mnist,alpha0p5,43,oracle_prob,True,
b537f3f807cd423e,mnist,alpha0p5,43,feddf_logit,True,
72d41d415809669c,mnist,alpha0p5,43,oracle_logit,True,
8f9075026165bdab,mnist,alpha0p5,43,confidence_logit,True,
02b6f070d4bf1f8c,mnist,alpha0p5,43,consensus_logit,True,
7ed0103ccf2afef7,mnist,alpha0p5,43,energy_logit,True,
1f65aeb93a68d944,mnist,alpha0p5,43,expert_logit,True,
975f282b321b9955,mnist,alpha0p5,44,feddf_prob,True,
23eaac99842b9e84,mnist,alpha0p5,44,expert_prob,True,
0ebf35ce24c0ad53,mnist,alpha0p5,44,expert_prob_sr,True,
04083fd7a69581e3,mnist,alpha0p5,44,oracle_prob,True,
c4535b293e125477,mnist,alpha0p5,44,feddf_logit,True,
623b5bf47ff948e6,mnist,alpha0p5,44,oracle_logit,True,
145efea3aa26c489,mnist,alpha0p5,44,confidence_logit,True,
b2d446a72a8fc260,mnist,alpha0p5,44,consensus_logit,True,
89453efca187e80e,mnist,alpha0p5,44,energy_logit,True,
d158dafe8b39f74c,mnist,alpha0p5,44,expert_logit,True,
5c63d62f03984ea2,mnist,alpha1p0,42,feddf_prob,True,
1d5cb3fb595a35f8,mnist,alpha1p0,42,expert_prob,True,
b9638230b92b67a0,mnist,alpha1p0,42,expert_prob_sr,True,
56a59f5fc1fa7eb2,mnist,alpha1p0,42,oracle_prob,True,
9192ef45fa94bcf9,mnist,alpha1p0,42,feddf_logit,True,
12f24074c6a85064,mnist,alpha1p0,42,oracle_logit,True,
442f56b475a76580,mnist,alpha1p0,42,confidence_logit,True,
7c68af7b8561bc20,mnist,alpha1p0,42,consensus_logit,True,
f239bf0fb6b47c6b,mnist,alpha1p0,42,energy_logit,True,
1189fb75fc4d4a12,mnist,alpha1p0,42,expert_logit,True,
8c4fa8842348ecd4,mnist,alpha1p0,43,feddf_prob,True,
79c4344e2806e503,mnist,alpha1p0,43,expert_prob,True,
b5f96ca8d1b5d8d2,mnist,alpha1p0,43,expert_prob_sr,True,
3ee5532d2e649db1,mnist,alpha1p0,43,oracle_prob,True,
7d8e412a1334f6e8,mnist,alpha1p0,43,feddf_logit,True,
a40939caaa866ebf,mnist,alpha1p0,43,oracle_logit,True,
6f4f9a55995519c4,mnist,alpha1p0,43,confidence_logit,True,
097e14e23469ed56,mnist,alpha1p0,43,consensus_logit,True,
24de7479c7865e40,mnist,alpha1p0,43,energy_logit,True,
6ff7db94a5c1fd52,mnist,alpha1p0,43,expert_logit,True,
5e64c8c14ab55789,mnist,alpha1p0,44,feddf_prob,True,
18a721009ab5f2f6,mnist,alpha1p0,44,expert_prob,True,
8ca25549a3576331,mnist,alpha1p0,44,expert_prob_sr,True,
0953ff10e244dd8c,mnist,alpha1p0,44,oracle_prob,True,
b98b982f9eafa6ec,mnist,alpha1p0,44,feddf_logit,True,
3f5891f6bedf0e31,mnist,alpha1p0,44,oracle_logit,True,
c58ed946c2236a89,mnist,alpha1p0,44,confidence_logit,True,
76cf43a082b7b4d0,mnist,alpha1p0,44,consensus_logit,True,
3e50965cb6cfcd0b,mnist,alpha1p0,44,energy_logit,True,
0f602383a9f62436,mnist,alpha1p0,44,expert_logit,True,
d87496c6477f8643,mnist,iid,42,feddf_prob,True,
9bc82c354ac078be,mnist,iid,42,expert_prob,True,
4345bd50ed9e7074,mnist,iid,42,expert_prob_sr,True,
527d8f17d82fd73c,mnist,iid,42,oracle_prob,True,
f3f7fcbb087554c7,mnist,iid,42,feddf_logit,True,
e9137cf541da17df,mnist,iid,42,oracle_logit,True,
9c650aad4e83ed55,mnist,iid,42,confidence_logit,True,
57c5dbd8af008c6c,mnist,iid,42,consensus_logit,True,
695ef93037f7ca54,mnist,iid,42,energy_logit,True,
4fe2719c1df3c2d7,mnist,iid,42,expert_logit,True,
097f5357e99483a8,mnist,iid,43,feddf_prob,True,
a32a4765a0f13177,mnist,iid,43,expert_prob,True,
c4b6112e88fd4f10,mnist,iid,43,expert_prob_sr,True,
8ef75a091d70a179,mnist,iid,43,oracle_prob,True,
d1f768028cc2ff1c,mnist,iid,43,feddf_logit,True,
a8b360ba6dc01a3c,mnist,iid,43,oracle_logit,True,
60d11e45bb72ff08,mnist,iid,43,confidence_logit,True,
